Accession	Gene Names	Entry
OG6_136665	C106770WA	A0A1D8PDW2
OG6_113602	C106780WA	A0A1D8PDY7
OG6_100842	C106790CA	Q5AAS9
OG6_104243	C106800WA	Q5AAT0
OG6_100495	C106810WA	O13289
OG6_152916	C106820WA	Q5AAT3
OG6_106323	C106840CA	A0A1D8PDY0
OG6_101636	C106850WA	A0A1D8PDW6
OG6_112506	C106860WA	Q5AAT6
OG6r21_108055	C106870CA	A0A1D8PDY6
OG6_133389	C106880CA	A0A1D8PDX4
OG6_100855	C106890CA	A0A1D8PDZ1
OG6_100612	C106900CA	A0A1D8PDX5
OG6_500871	C106910CA	A0A1D8PDX9
OG6_119599	C106920CA	A0A1D8PDY5
OG6_101250	C106930WA	Q5AAU3
OG6_103857	C106940CA	Q5AAU5
OG6_101220	C106960WA	Q5AAU7
OG6_131521	C106970CA	A0A1D8PDZ2
OG6_100246	C106980CA	A0A1D8PDZ8
OG6_103657	C107000WA	Q5AAV3
OG6_122947	C107010WA	Q5AAV4
OG6_152930	C107020CA	Q5AAV6
OG6_101367	C107030CA	Q5AB48
OG6_101367	C107040CA	Q5AB49
OG6_102586	C107050CA	Q5AAW1
OG6_112154	C107060CA	A0A1D8PDZ3
OG6_101887	C107070CA	Q5AAW3
OG6r21_102257	C107080WA	Q5AAW4
OG6_106731	C107090CA	Q5AAW5
OG6r21_109249	C107100CA	A0A1D8PDZ5
OG6_102499	C107110WA	A0A1D8PE08
OG6_103579	C107120WA	Q59WB3
OG6r21_101517	C107130CA	A0A1D8PDZ7
OG6_102502	C107140CA	Q59WB7
OG6_117193	C107150WA	A0A1D8PDZ4
OG6r21_105352	C107160CA	A0A1D8PE03
OG6_116987	C107170CA	Q59WB9
OG6_105544	C107180WA	Q59WC0
OG6_124178	C107190WA	Q59WC1
OG6_101471	C107200WA	Q59WC2
OG6_100186	C107210CA	Q59WC3
OG6r21_101377	C107220WA	Q59WC4
OG6_100677	C107230WA	Q59WC5
OG6_111253	C107240WA	Q59WC6
OG6_103457	C107250CA	A0A1D8PE04
OG6_137778	C107260CA	Q59WC8
OG6_103055	C107270WA	Q59WC9
OG6_104325	C107280CA	P0C0X3
OG6r21_139966	C107330WA	Q59WD1
OG6_100877	C107340WA	A0A1D8PE13
OG6_100297	C107350CA	Q59WD3
OG6_132987	C107360WA	Q59WD5
OG6_110016	C107370CA	P43079
OG6_137086	C107380CA	Q59WD8
OG6_103779	C107390WA	Q59WE0
OG6r21_101378	C107400CA	Q59WE1
OG6_100934	C107410CA	Q59WE2
OG6_103586	C107420CA	A0A1D8PE25
OG6_104039	C107430WA	Q59WE5
OG6_101929	C107440WA	A0A1D8PE20
OG6_101767	C107460CA	Q59PU4
OG6_107570	C107470CA	Q59PU5
OG6_107570	C107480CA	Q59PU6
OG6_102459	C107490CA	A0A1D8PE62
OG6_102594	C107500CA	A0A1D8PE36
OG6_101083	C107510WA	A0A1D8PE30
OG6_100943	C107520CA	A0A1D8PE41
OG6r21_139967	C107530WA	A0A1D8PE39
OG6_148106	C107540CA	A0A1D8PE54
OG6_102214	C107550WA	Q59PV3
OG6r21_101659	C107560WA	A0A1D8PE38
OG6_100211	C107570CA	A0A1D8PE33
OG6_101367	C107580CA	Q59PV6
OG6_101447	C107590CA	A0A1D8PE70
OG6_102981	C107600WA	Q59PV8
OG6r21_115513	C107610CA	A0A1D8PE34
OG6_127524	C107620CA	Q59PW0
OG6_101462	C107630WA	Q59PW1
OG6_110868	C107640CA	A0A1D8PE64
OG6r21_139968	C107650WA	Q59PW4
OG6_104307	C107660WA	A0A1D8PE47
OG6_531937	C107670WA	A0A1D8PE43
OG6_102402	C107680WA	A0A1D8PE35
OG6_101888	C107690CA	A0A1D8PE78
OG6_105424	C107700CA	Q5A477
OG6_101156	C107710CA	A0A1D8PE37
OG6r21_102258	C107780WA	A0A1D8PE56
OG6_104839	C107790CA	Q5A7B3
OG6_101730	C107800WA	Q5A7B1
OG6r21_112709	C107810CA	Q5A7B0
OG6_500559	C107820WA	Q5A7A9
OG6_102667	C107830CA	A0A1D8PE50
OG6_101905	C107840WA	A0A1D8PE45
OG6_102604	C107850CA	A0A1D8PE86
OG6r21_126907	C107860WA	A0A1D8PE68
OG6_123097	C107870CA	A0A1D8PE53
OG6_102076	C107880CA	A0A1D8PE63
OG6_100441	C107890CA	A0A1D8PE67
OG6r21_110816	C107900WA	Q5A799
OG6_105063	C107910CA	Q5A798
OG6r21_112710	C107920WA	A0A1D8PE82
OG6_107767	C107930CA	A0A1D8PE66
OG6_137856	C107950CA	Q5A796
OG6_103626	C107960WA	A0A1D8PE95
OG6_102150	C107970CA	A0A1D8PE76
OG6_107974	C107980CA	A0A1D8PE61
OG6_100344	C107990CA	A0A1D8PE74
OG6_109251	C108000WA	Q5A791
OG6_100818	C108010WA	A0A1D8PEA2
OG6_101769	C108020WA	A0A1D8PE77
OG6_101239	C108030WA	Q5A786
OG6r21_119619	C108040WA	A0A1D8PE80
OG6r21_101518	C108050WA	Q5A785
OG6_110555	C108060WA	Q5A784
OG6_100151	C108070WA	A0A1D8PE84
OG6_103668	C108080CA	A0A1D8PE69
OG6_101241	C108090CA	Q5A782
OG6_102018	C108100WA	Q5A779
OG6_101397	C108110WA	A0A1D8PEA9
OG6_111245	C108120WA	A0A1D8PE85
OG6_104485	C108130CA	A0A1D8PEA0
OG6_103273	C108140WA	A0A1D8PE88
OG6_129756	C108150CA	Q5A770
OG6_126916	C108160WA	A0A1D8PEB6
OG6_160270	C108170CA	Q5A768
OG6_101373	C108180CA	A0A1D8PE79
OG6_500355	C108190CA	Q5A766
OG6_100563	C108200WA	A0A1D8PE92
OG6_100026	C108210CA	Q5A762
OG6_101771	C108220WA	Q5A761
OG6_108039	C108230CA	A0A1D8PEB1
OG6_104655	C108240CA	Q5A759
OG6_101411	C108260CA	A0A1D8PE91
OG6r21_115514	C108270CA	A0A1D8PEC5
OG6_102330	C108290CA	Q5A756
OG6_101346	C108300WA	A0A1D8PE87
OG6_143747	C108310WA	Q5A753
OG6_100329	C108320WA	Q5A750
OG6_100245	C108330CA	O94038
OG6_103563	C108340CA	Q5A748
OG6r21_126908	C108350CA	A0A1D8PEB8
OG6_100468	C108360CA	Q5A747
OG6_106150	C108370WA	Q5A744
OG6_100227	C108380WA	Q59QD6
OG6_102242	C108390CA	A0A1D8PEB3
OG6_101195	C108400CA	A0A1D8PE97
OG6_102920	C108410CA	A0A1D8PEB0
OG6_103433	C108420WA	A0A1D8PEB4
OG6_105473	C108430WA	Q59QD0
OG6r21_115515	C108440CA	A0A1D8PEB5
OG6_104797	C108450CA	P0CY33
OG6_222562	C108460CA	Q59QC7
OG6_117015	C108470WA	Q59QC6
OG6_102376	C108480CA	Q59QC5
OG6_103826	C108490WA	Q59QC4
OG6_100260	C108500CA	P30575
OG6_102943	C108510WA	Q59QC2
OG6_117002	C108520CA	Q59QC1
OG6r21_102820	C108530WA	A0A1D8PEF2
OG6_100157	C108540CA	Q59QB9
OG6_107571	C108550CA	Q59QB8
OG6_101890	C108560WA	Q59QB7
OG6_112495	C108570CA	A0A1D8PEC2
OG6_103671	C108580CA	Q59QB4
OG6_103798	C108590CA	Q92206
OG6_101778	C108600CA	P87163
OG6_109522	C108610CA	Q59QA9
OG6_102787	C108620WA	A0A1D8PEE7
OG6r21_104034	C108630WA	A0A1D8PEF5
OG6_500902	C108640WA	Q5APP3
OG6_102300	C108650CA	A0A1D8PED9
OG6_102158	C108660CA	Q5APP1
OG6_115793	C108670WA	A0A1D8PED2
OG6_100764	C108680CA	A0A1D8PEF8
OG6_102226	C108690WA	A0A1D8PEE2
OG6_100012	C108700WA	A0A1D8PEE1
OG6_500430	C108710WA	A0A1D8PEE0
OG6_142601	C108730WA	A0A1D8PEI0
OG6_101023	C108740CA	Q5AQ76
OG6_101471	C108750WA	A0A1D8PED5
OG6r21_102518	C108760WA	A0A1D8PEE8
OG6_102950	C108770WA	A0A1D8PEE6
OG6_100381	C108780WA	Q5APN0
OG6_114945	C108790WA	A0A1D8PEG8
OG6_103990	C108800WA	Q5APM8
OG6_105578	C108810CA	Q5APM7
OG6_102507	C108820CA	Q5APM6
OG6r21_139969	C108830CA	A0A1D8PEJ1
OG6_109735	C108840WA	A0A1D8PEG6
OG6_130211	C108850CA	A0A1D8PEE3
OG6_101828	C108860CA	A0A1D8PEF4
OG6_102834	C108870CA	Q5AQ62
OG6_101704	C108880WA	A0A1D8PEF0
OG6_100753	C108890CA	A0A1D8PEI3
OG6_116824	C108900WA	A0A1D8PEG9
OG6r21_102259	C108910CA	A0A1D8PEG5
OG6_115945	C108920WA	Q5AQ57
OG6_109045	C108930CA	A0A1D8PEJ9
OG6_143771	C108940CA	A0A1D8PEH3
OG6_116779	C108950WA	A0A1D8PEF9
OG6_100726	C108980CA	A0A1D8PEG2
OG6_100362	C108990CA	A0A1D8PEG3
OG6_118298	C109000WA	A0A1D8PEG0
OG6_101268	C109010WA	Q5APK7
OG6_100887	C109020WA	A0A1D8PEH4
OG6_103849	C109030CA	Q5APK5
OG6_103854	C109050WA	Q5AQ47
OG6_499957	C109060CA	Q5APK1
OG6_102772	C109070WA	Q5APK0
OG6_500526	C109080CA	Q5APJ9
OG6_186968	C109090CA	A0A1D8PEG7
OG6_454940	C109100WA	A0A1D8PEH1
OG6r21_139970	C109110WA	A0A1D8PEI9
OG6_170053	C109120WA	A0A1D8PEJ5
OG6_133175	C109130WA	A0A1D8PEJ0
OG6_114267	C109140CA	Q5AQ36
OG6_103139	C109150WA	A0A1D8PEH5
OG6_103139	C109160WA	A0A1D8PEM4
OG6_161761	C109170WA	Q5AQ33
OG6_500510	C109180WA	A0A1D8PEI7
OG6_102658	C109190CA	A0A1D8PEI2
OG6_500510	C109200WA	A0A1D8PEH6
OG6_100558	C109210CA	A0A1D8PEJ7
OG6_133054	C109220WA	Q5API4
OG6_100721	C109230CA	A0A1D8PEJ8
OG6_115951	C109240CA	A0A1D8PEJ2
OG6_124191	C109250WA	A0A1D8PEI4
OG6_107202	C109260CA	A0A1D8PEN6
OG6r21_110817	C109270WA	Q5APH8
OG6_233658	C109280WA	A0A1D8PEJ4
OG6_101994	C109290CA	A0A1D8PEI6
OG6_100477	C109300CA	A0A1D8PEI8
OG6r21_102175	C109310CA	A0A1D8PEK7
OG6r21_101811	C109320CA	A0A1D8PEK5
OG6_104673	C109330WA	Q5APH1
OG6r21_101022	C109340CA	A0A1D8PEK0
OG6_500524	C109350WA	Q5AQ12
OG6_126435	C109360CA	Q5APG7
OG6_102607	C109370WA	Q5APG6
OG6_102685	C109380WA	Q9UW12
OG6_100923	C109390WA	A0A1D8PEK6
OG6_107140	C109400CA	A0A1D8PEK3
OG6_130000	C109420WA	Q9P8W5
OG6_100323	C109430WA	A0A1D8PEK8
OG6_100346	C109440WA	Q5APF8
OG6_137446	C109450CA	A0A1D8PEL3
OG6_101972	C109460WA	A0A1D8PEL1
OG6_101070	C109470CA	Q5APF5
OG6_101866	C109480WA	Q5APF3
OG6_100862	C109490CA	Q5APF2
OG6r21_106200	C109500WA	Q5APF1
OG6_102659	C109510WA	Q5APF0
OG6_500589	C109520CA	Q5APE9
OG6_102620	C109530WA	A0A1D8PEN1
OG6r21_102260	C109540WA	A0A1D8PEN5
OG6r21_139972	C109550WA	Q5APE6
OG6_107303	C109570WA	Q5APE5
OG6_130000	C109580CA	O94091
OG6_130000	C109590CA	Q9P4E5
OG6_130000	C109600CA	Q9P4E8
OG6r21_101660	C109610WA	Q5APE1
OG6_109050	C109620CA	Q5APE0
OG6_101342	C109630WA	A0A1D8PEM5
OG6_100659	C109640WA	P0CH96
OG6r21_104035	C109650WA	A0A1D8PEP2
OG6_101801	C109660WA	A0A1D8PEM3
OG6_103793	C109670CA	Q5APD5
OG6_101437	C109680WA	Q5APD4
OG6_104513	C109690WA	Q5APD2
OG6r21_106201	C109700WA	Q5APD1
OG6_102360	C109710CA	Q5APD0
OG6_101797	C109720WA	Q874I4
OG6_117018	C109730WA	Q5APC8
OG6r21_112711	C109740CA	A0A1D8PEP6
OG6_198766	C109750WA	P0CB63
OG6_103106	C109760CA	Q5APC5
OG6r21_103123	C109770WA	Q5APC3
OG6_142743	C109780CA	Q5APC2
OG6_105655	C109790CA	Q5APC1
OG6_117003	C109800CA	Q5APC0
OG6_105111	C109810WA	Q5APB9
OG6r21_139973	C109820CA	Q5APB8
OG6_103307	C109830WA	Q5APB7
OG6_113988	C109840CA	Q5APB6
OG6_112055	C109850CA	Q5APB5
OG6_104238	C109860CA	Q5APB4
OG6_109619	C109870WA	Q5APB2
OG6_102341	C109880CA	Q5APB0
OG6_130000	C109900WA	Q9P8W2
OG6r21_101660	C109910CA	Q5APA8
OG6_103391	C109920WA	A0A1D8PEQ9
OG6r21_115516	C109930WA	A0A1D8PEQ0
OG6r21_139974	C109940WA	A0A1D8PEQ6
OG6_101456	C109950CA	Q5APA2
OG6_106533	C109960WA	A0A1D8PES2
OG6_142402	C109970CA	A0A1D8PER5
OG6_100231	C109980CA	A0A1D8PEQ8
OG6_101364	C109990WA	A0A1D8PEV5
OG6_115683	C110000CA	Q5APU2
OG6_104974	C110010CA	Q5AP97
OG6_119685	C110020WA	Q5AP95
OG6_108375	C110030WA	Q5APT8
OG6_101008	C110040WA	A0A1D8PER8
OG6r21_105353	C110050WA	A0A1D8PES5
OG6r21_102519	C110060CA	A0A1D8PEU0
OG6_116848	C110070CA	Q5AP90
OG6_102153	C110080WA	Q5AP89
OG6r21_108056	C110090CA	Q5AP87
OG6_101526	C110100CA	A0A1D8PES3
OG6_115817	C110110WA	A0A1D8PES6
OG6_103945	C110120CA	Q5AP83
OG6_357195	C110140CA	Q5APS5
OG6_115063	C110150WA	Q5AP80
OG6_101022	C110160WA	Q5AP79
OG6r21_101817	C110170WA	Q5AP78
OG6_222544	C110180CA	A0A1D8PET4
OG6_101458	C110190WA	A0A1D8PET7
OG6_127200	C110200CA	Q5AP74
OG6_100484	C110210CA	Q5APR8
OG6_100326	C110220CA	Q5AP71
OG6r21_101519	C110230CA	A0A1D8PES9
OG6_106335	C110240CA	Q5AP69
OG6r21_104036	C110250CA	Q5AP68
OG6_500269	C110260CA	Q5AP67
OG6_110260	C110270CA	Q5AP66
OG6_103869	C110280CA	Q5AP65
OG6_100516	C110290WA	O74254
OG6_105463	C110300WA	Q5APQ8
OG6_101540	C110310WA	A0A1D8PET9
OG6_101964	C110320WA	A0A1D8PEU2
OG6_103780	C110330CA	Q5AP59
OG6_112284	C110340WA	Q5AP58
OG6_104109	C110350CA	A0A1D8PEU9
OG6_118311	C110360CA	A0A1D8PEV1
OG6_100850	C110380CA	Q5AP53
OG6_100788	C110390CA	A0A1D8PEV4
OG6r21_105354	C110400CA	Q5AP52
OG6_151304	C110410WA	A0A1D8PEY7
OG6_133449	C110420CA	Q59NC8
OG6_100381	C110430WA	A0A1D8PEV2
OG6_101578	C110440WA	A0A1D8PEU5
OG6_102336	C110450WA	Q59NC4
OG6_104486	C110460WA	A0A1D8PEV8
OG6_104516	C110470WA	A0A1D8PEV9
OG6_102152	C110480WA	A0A1D8PEX2
OG6_101703	C110490WA	Q59NB8
OG6_112856	C110500WA	A0A1D8PEW7
OG6r21_139975	C110510WA	A0A1D8PEZ6
OG6_101852	C110520WA	A0A1D8PEW3
OG6_104542	C110530WA	Q59NB3
OG6r21_106202	C110540CA	A0A1D8PEW0
OG6_100516	C110550CA	A0A1D8PEW1
OG6_115059	C110560CA	A0A1D8PEX1
OG6_101852	C110570CA	A0A1D8PEW9
OG6r21_139976	C110580CA	Q59LX2
OG6_166214	C110610WA	Q59LX0
OG6_100327	C110620WA	O43101
OG6r21_103124	C110630CA	A0A1D8PF12
OG6r21_112712	C110640CA	A0A1D8PEX7
OG6_105226	C110650WA	A0A1D8PEX6
OG6_100597	C110660WA	O43133
OG6_101773	C110670CA	A0A1D8PEX3
OG6_100476	C110680CA	A0A1D8PEY6
OG6_101420	C110690WA	Q59WE9
OG6_100517	C110700CA	Q59WF0
OG6_123029	C110710CA	Q59WF2
OG6_116848	C110720CA	Q59WF4
OG6_102046	C110730WA	A0A1D8PF26
OG6_126865	C110740CA	A0A1D8PEZ0
OG6_102348	C110750CA	A0A1D8PEY4
OG6_102944	C110760WA	Q59WF8
OG6_103301	C110770WA	A0A1D8PEY1
OG6_100377	C110780CA	Q59WG0
OG6_100525	C110790WA	Q59WG3
OG6_103579	C110800CA	Q59WG4
OG6_101367	C110810WA	Q59WG5
OG6_102047	C110820CA	Q59WG6
OG6_121415	C110830WA	Q59WG7
OG6_108388	C110840CA	A0A1D8PEZ9
OG6_105209	C110850WA	A0A1D8PEY8
OG6_100940	C110860CA	Q59WH0
OG6_100832	C110870WA	A0A1D8PEY9
OG6_102475	C110880WA	A0A1D8PF14
OG6_129700	C110890CA	A0A1D8PEZ3
OG6_499845	C110910CA	Q59WH5
OG6_105212	C110920WA	A0A1D8PF03
OG6_100543	C110930CA	Q59WH7
OG6_102210	C110940CA	A0A1D8PF48
OG6_101068	C110950CA	Q59WI0
OG6_118284	C110960WA	A0A1D8PEZ7
OG6_103088	C110970WA	A0A1D8PEZ5
OG6r21_115517	C110980WA	Q59WI4
OG6_126505	C110990CA	A0A1D8PF20
OG6_130010	C111000CA	Q59WI7
OG6_114274	C111010CA	A0A1D8PF18
OG6_114877	C111020WA	Q59WI9
OG6_101259	C111030WA	A0A1D8PF11
OG6_101591	C111040WA	A0A1D8PF57
OG6_500859	C111050WA	A0A1D8PF15
OG6_100234	C111060CA	A0A1D8PF08
OG6_111633	C111070WA	A0A1D8PF16
OG6_116779	C111080WA	Q59WJ3
OG6_102397	C111090CA	Q59WJ4
OG6_102069	C111100WA	Q59WJ5
OG6_102034	C111110CA	A0A1D8PF30
OG6_112318	C111120CA	Q59WJ7
OG6_102388	C111130WA	Q59WJ8
OG6_106468	C111140WA	A0A1D8PF61
OG6_102356	C111150WA	Q59WK1
OG6_102802	C111160CA	Q59WK2
OG6_103031	C111170WA	A0A1D8PF22
OG6_103510	C111190WA	A0A1D8PF23
OG6r21_126909	C111200WA	A0A1D8PF42
OG6_153158	C111210CA	A0A1D8PF19
OG6_102279	C111220CA	Q59W44
OG6r21_101818	C111230WA	A0A1D8PF33
OG6_106277	C111240CA	A0A1D8PF32
OG6_100898	C111250WA	Q59W48
OG6r21_167618	C111260CA	A0A1D8PF29
OG6_137540	C111270WA	A0A1D8PF41
OG6_106961	C111280WA	Q59W50
OG6_100194	C111290WA	Q59W51
OG6_102378	C111300CA	Q59W52
OG6_104927	C111310CA	A0A1D8PF34
OG6_109510	C111320CA	A0A1D8PF49
OG6_100654	C111330CA	Q59W54
OG6_117010	C111340WA	Q59W55
OG6_137859	C111350CA	A0A1D8PF67
OG6_100852	C111360WA	A0A1D8PF45
OG6r21_108057	C111370CA	A0A1D8PF46
OG6_101493	C111380WA	A0A1D8PF50
OG6r21_105355	C111390WA	Q59W60
OG6_100252	C111400CA	Q59W62
OG6r21_102520	C111410CA	A0A1D8PF40
OG6_102159	C111420WA	Q59W63
OG6_109925	C111430WA	A0A1D8PF44
OG6r21_119620	C111440CA	A0A1D8PF47
OG6_100388	C111450CA	A0A1D8PF68
OG6_100228	C111470CA	Q59W68
OG6_101246	C111480WA	A0A1D8PF54
OG6_109283	C111490CA	Q59TS3
OG6_106484	C111500CA	Q59TS4
OG6_127203	C111510CA	A0A1D8PF96
OG6_143774	C111520CA	Q59TS6
OG6_105576	C111530CA	Q59TS7
OG6_101578	C111540CA	A0A1D8PF53
OG6_102146	C111550WA	A0A1D8PF56
OG6_101142	C111560CA	A0A1D8PF73
OG6_121391	C111570WA	A0A1D8PF60
OG6_112856	C111580WA	Q59TT2
OG6_100567	C111590WA	A0A1D8PF62
OG6_104172	C111600WA	A0A1D8PF69
OG6_103275	C111610CA	A0A1D8PFA3
OG6_105238	C111620WA	Q59TT6
OG6_514445	C111630CA	Q59TT8
OG6_100228	C111640CA	Q59TT9
OG6_101091	C111650WA	Q59TU0
OG6_104611	C111660WA	A0A1D8PF79
OG6_153084	C111670WA	A0A1D8PF63
OG6_103168	C111680CA	A0A1D8PF89
OG6_105861	C111690WA	Q59TU4
OG6_100989	C111700CA	Q59TU5
OG6_127524	C111710CA	A0A1D8PFB4
OG6r21_139978	C111720WA	A0A1D8PF83
OG6_110526	C111730WA	A0A1D8PF82
OG6_127218	C111740WA	Q59TV1
OG6_100466	C111750WA	A0A1D8PF84
OG6_115066	C111760CA	A0A1D8PF88
OG6_499907	C111770CA	A0A1D8PF76
OG6_100714	C111790WA	Q59TV7
OG6_102766	C111800CA	Q59TV8
OG6_102426	C111810WA	A0A1D8PF81
OG6r21_102029	C111850WA	A0A1D8PFC2
OG6_104272	C111860WA	A0A1D8PF90
OG6_110122	C111870WA	Q5A3J0
OG6_103158	C111880WA	Q5A3J1
OG6_127195	C111890WA	Q5A3J2
OG6_104140	C111900CA	Q5A3J3
OG6_121412	C111910WA	Q5A3J4
OG6_102826	C111920WA	Q5A3J5
OG6_500329	C111930WA	A0A1D8PF97
OG6_133380	C111940CA	Q5A3J9
OG6_127195	C111950WA	Q5A3K0
OG6_105122	C111960CA	A0A1D8PFA9
OG6r21_119622	C111970CA	Q5A3K1
OG6_103658	C111980WA	Q5A3K2
OG6r21_109250	C111990WA	Q5A3K3
OG6r21_109251	C112000CA	Q5A3K4
OG6_100344	C112010CA	Q5A3K5
OG6_100629	C112030WA	Q5A3K7
OG6r21_126910	C112040WA	Q5A3K8
OG6_101410	C112050WA	Q5A3L0
OG6r21_100645	C112060CA	A0A1D8PFD5
OG6_115274	C112070CA	A0A1D8PFB2
OG6_101566	C112080WA	Q5A3L3
OG6_139201	C112090CA	Q5A3L4
OG6_100236	C112100CA	A0A1D8PFB0
OG6_100260	C112110CA	Q5A3L6
OG6_100394	C112120WA	Q5A3L7
OG6_143728	C112130CA	Q5A3L9
OG6_107107	C112140WA	Q5A3M0
OG6_104431	C112150CA	A0A1D8PFB7
OG6_500369	C112160WA	Q5A3M2
OG6_499847	C112170CA	Q5A3M3
OG6r21_126911	C112180CA	Q5A3M4
OG6_160270	C112190WA	Q5A3M5
OG6_103930	C112200WA	Q5A3M6
OG6_103198	C112210WA	A0A1D8PFC8
OG6_100406	C112220WA	A0A1D8PFB8
OG6_307818	C112230WA	A0A1D8PFD3
OG6_104566	C112240CA	A0A1D8PFC1
OG6_100861	C112250CA	Q5A3N2
OG6_143667	C112260WA	A0A1D8PFF4
OG6_100493	C112270WA	A0A1D8PFD1
OG6_138994	C112280CA	Q5A3N5
OG6_100562	C112290CA	A0A1D8PFE0
OG6_101913	C112310CA	A0A1D8PFE1
OG6_116431	C112320CA	A0A1D8PFD4
OG6r21_110818	C112330WA	A0A1D8PFC9
OG6_101155	C112340CA	O94150
OG6_101226	C112350WA	Q5A3P1
OG6_100984	C112360CA	Q5A3V6
OG6_499976	C112370WA	A0A1D8PFG6
OG6_101168	C112380CA	Q5A3P4
OG6_101266	C112390CA	A0A1D8PFG4
OG6r21_139981	C112400CA	A0A1D8PFF0
OG6_101713	C112410CA	Q5A3P6
OG6_114145	C112430WA	A0A1D8PFD7
OG6_102721	C112440WA	Q5A3Q0
OG6_103500	C112450CA	A0A1D8PFE8
OG6r21_126912	C112470WA	A0A1D8PFE7
OG6r21_109252	C112480WA	A0A1D8PFE2
OG6_101285	C112490WA	A0A1D8PFH5
OG6_114276	C112510WA	A0A1D8PFE5
OG6_102833	C112520WA	A0A1D8PFH1
OG6_103163	C112530CA	A0A1D8PFF7
OG6r21_105356	C112540WA	A0A1D8PFG1
OG6_101805	C112550CA	A0A1D8PFE6
OG6_100483	C112560CA	A0A1D8PFE4
OG6_103712	C112570CA	Q59M28
OG6_101085	C112580WA	A0A1D8PFF6
OG6_104623	C112590WA	Q59M30
OG6_102417	C112600CA	Q9Y7C4
OG6_117012	C112610WA	Q59M32
OG6r21_104645	C112620WA	A0A1D8PFH4
OG6_102825	C112630CA	Q59PD3
OG6_500894	C112640WA	Q59PD4
OG6_101344	C112650CA	A0A1D8PFF9
OG6_103958	C112660WA	Q59PD6
OG6_102682	C112670CA	A0A1D8PFI2
OG6_102504	C112680WA	A0A1D8PFH2
OG6r21_104646	C112690CA	Q59PD9
OG6_107448	C112700WA	A0A1D8PFI9
OG6r21_102030	C112710CA	A0A1D8PFG3
OG6r21_126913	C112720CA	A0A1D8PFJ0
OG6_105748	C112730WA	Q59PE4
OG6_121400	C112740WA	A0A1D8PFI5
OG6_102256	C112750CA	A0A1D8PFH7
OG6_102632	C112760WA	Q59PE7
OG6_102668	C112770WA	Q59PL9
OG6_100800	C112780WA	A0A1D8PFI3
OG6_100254	C112790CA	Q59PF0
OG6_103001	C112800WA	A0A1D8PFJ7
OG6_101319	C112810WA	A0A1D8PFH0
OG6_101049	C112820CA	A0A1D8PFJ8
OG6_103667	C112830CA	A0A1D8PFH9
OG6_105266	C112840WA	Q5AL63
OG6r21_119623	C112850WA	P0CT51
OG6r21_294833	C112860CA	A0A1D8PFH3
OG6_115817	C112870CA	A0A1D8PFK0
OG6_100067	C112880CA	Q5AL59
OG6_115817	C112900WA	A0A1D8PFH6
OG6r21_115518	C112910WA	A0A1D8PFL4
OG6_101326	C112920CA	A0A1D8PFI0
OG6_100060	C112930CA	Q5AL54
OG6r21_139983	C112940CA	A0A1D8PFI8
OG6r21_108058	C112950WA	A0A1D8PFJ5
OG6_101727	C112960CA	Q5AL52
OG6_127196	C112970CA	Q5AL49
OG6_100693	C113010WA	A0A1D8PFL0
OG6_102447	C113020CA	Q5AL47
OG6_100332	C113030CA	Q5AL46
OG6_100966	C113050WA	A0A1D8PFL9
OG6_100770	C113060CA	Q5AL45
OG6_102311	C113070CA	A0A1D8PFL5
OG6r21_101023	C113080WA	A0A1D8PFJ9
OG6r21_126914	C113100WA	A0A1D8PFK2
OG6_105483	C113110CA	A0A1D8PFK5
OG6_102916	C113120CA	A0A1D8PFK4
OG6_103579	C113130CA	Q5AL37
OG6_121262	C113140CA	Q5AL36
OG6_103587	C113160WA	Q5AL34
OG6_100652	C113170CA	A0A1D8PFM1
OG6r21_103536	C113180WA	Q5AL31
OG6_104794	C113190WA	A0A1D8PFM0
OG6_103246	C113200CA	Q5AL29
OG6_101007	C113220CA	Q5AL27
OG6r21_101819	C113240WA	A0A1D8PFL6
OG6r21_100483	C113250WA	A0A1D8PFL2
OG6_101705	C113260WA	A0A1D8PFM9
OG6_118130	C113270WA	Q5AL24
OG6_102000	C113280CA	A0A1D8PFL8
OG6_117007	C113290WA	A0A1D8PFN9
OG6_101799	C113300CA	A0A1D8PFL7
OG6_103505	C113310WA	A0A1D8PFN0
OG6_131591	C113320CA	A0A1D8PFM7
OG6_100634	C113330CA	Q5AL17
OG6_323906	C113350WA	Q5AL16
OG6_143849	C113360CA	A0A1D8PFN8
OG6_105270	C113370WA	A0A1D8PFN5
OG6_103002	C113380WA	Q5AL13
OG6r21_107061	C113390WA	A0A1D8PFM4
OG6_102019	C113400CA	Q5AL11
OG6_103881	C113410WA	Q5AL10
OG6_100417	C113420CA	A0A1D8PFP3
OG6r21_108059	C113430CA	A0A1D8PFP0
OG6_134431	C113440CA	A0A1D8PFN2
OG6_153397	C113450WA	Q5AL03
OG6_100708	C113470WA	Q5AL00
OG6_100083	C113480WA	P41797
OG6_101277	C113490CA	A0A1D8PFN3
OG6_100408	C113510CA	A0A1D8PFN1
OG6r21_101248	C113520CA	Q5AKZ4
OG6_102319	C113540WA	Q5AKZ2
OG6_121211	C113550CA	A0A1D8PFQ0
OG6r21_112713	C113560WA	Q5AKY8
OG6_104470	C113570WA	A0A1D8PFN4
OG6_101440	C113580WA	A0A1D8PFN6
OG6r21_126915	C113590WA	A0A1D8PFR1
