Gene Names	Accession	Entry
YJR147W	OG6_500231	P47175
YJR148W	OG6_100313	P47176
YJR149W	OG6_103816	P47177
YJR150C	OG6_109825	P47178
YJR151C	OG6_109825	P47179
YJR151W-A	OG6r20_520153	Q3E775
YJR152W	OG6_112012	P15365
YJR153W	OG6_102442	P47180
YJR154W	OG6_105401	P47181
YJR155W	OG6_100564	P47182
YJR156C	OG6_107444	P47183
YJR158W	OG6_100060	P47185
YJR159W	OG6_100349	P35497
YJR160C	OG6_113013	P0CE00
YJR161C	OG6_111794	P47187
YKL001C	OG6_100343	Q02196
YKL002W	OG6_102450	P36108
YKL003C	OG6_104065	P28778
YKL004W	OG6_110014	P36107
YKL005C	OG6_129743	P36106
YKL006C-A	OG6_116904	P43682
YKL006W	OG6_100966	P36105
YKL007W	OG6_102492	P28495
YKL008C	OG6_118086	P28496
YKL009W	OG6_102229	P33201
YKL010C	OG6_102181	P33202
YKL011C	OG6_129971	Q03702
YKL012W	OG6_101966	P33203
YKL013C	OG6_102934	P33204
YKL014C	OG6_104307	P34241
YKL015W	OG6_152930	P25502
YKL016C	OG6_102981	P30902
YKL017C	OG6_102586	P34243
YKL018C-A	OG6_500325	Q3E7A7
YKL018W	OG6_102214	P36104
YKL019W	OG6_102620	P29703
YKL020C	OG6_114160	P35210
YKL021C	OG6_103104	P20484
YKL022C	OG6_102501	P09798
YKL023C-A	OG6_500382	Q2V2P3
YKL023W	OG6_500029	P36103
YKL024C	OG6_100591	P15700
YKL025C	OG6_103887	P36102
YKL026C	OG6_100297	P36014
YKL027W	OG6_104712	P36101
YKL028W	OG6_104238	P36100
YKL029C	OG6_100205	P36013
YKL032C	OG6_100324	P33417
YKL033W	OG6_104423	P36097
YKL033W-A	OG6_100310	Q86ZR7
YKL034W	OG6_105468	P36096
YKL035W	OG6_102276	P32861
YKL037W	OG6_500113	P32858
YKL038W	OG6_173339	P32862
YKL039W	OG6_101701	P32857
YKL040C	OG6_101229	P32860
YKL041W	OG6_103236	P36095
YKL042W	OG6_500642	P36094
YKL043W	OG6_113582	P36093
YKL044W	OG6_500294	P36092
YKL045W	OG6_102391	P20457
YKL046C	OG6_109780	P36091
YKL047W	OG6_106972	P36090
YKL048C	OG6_500145	P32801
YKL049C	OG6_106270	P36012
YKL050C	OG6_222605	P35736
YKL051W	OG6_118309	P35735
YKL052C	OG6_500852	P35734
YKL053C-A	OG6_104453	O60200
YKL054C	OG6_500974	P35732
YKL055C	OG6_100272	P35731
YKL056C	OG6_101832	P35691
YKL057C	OG6_500886	P35729
YKL058W	OG6_103706	P32774
YKL059C	OG6_102091	P35728
YKL060C	OG6_102020	P14540
YKL061W	OG6_500548	P35727
YKL062W	OG6_117256	P33749
YKL063C	OG6_500763	P35725
YKL064W	OG6_500088	P35724
YKL065C	OG6_199197	P35723
YKL065W-A	OG6_500658	Q2V2P2
YKL067W	OG6_100304	P36010
YKL068W	OG6_101756	Q02629
YKL068W-A	OG6_500058	Q3E826
YKL069W	OG6_106757	P36088
YKL070W	OG6_115010	P36087
YKL071W	OG6_100338	P36086
YKL072W	OG6_129913	P36085
YKL073W	OG6_101811	P36016
YKL074C	OG6_101356	P36084
YKL075C	OG6_500872	P36083
YKL077W	OG6_137800	P36081
YKL078W	OG6_119603	P36009
YKL079W	OG6_500780	P32364
YKL080W	OG6_101992	P31412
YKL081W	OG6_101050	P36008
YKL082C	OG6_114713	P36080
YKL084W	OG6_105273	P36078
YKL085W	OG6_101212	P17505
YKL086W	OG6_105315	P36077
YKL087C	OG6_101849	Q00873
YKL088W	OG6_100772	P36076
YKL089W	OG6_500573	P35201
YKL090W	OG6_500809	P36075
YKL091C	OG6_100867	P33324
YKL092C	OG6_129770	P33314
YKL093W	OG6_500742	P23493
YKL094W	OG6_100231	P28321
YKL095W	OG6_102870	P28320
YKL096C-B	OG6_500140	Q8TGT2
YKL096W	OG6_500537	P28319
YKL096W-A	OG6_499874	P43497
YKL098W	OG6_500267	P34246
YKL099C	OG6_102411	P34247
YKL100C	OG6_102328	P34248
YKL101W	OG6_100252	P34244
YKL103C	OG6_153159	P14904
YKL104C	OG6_100463	P14742
YKL105C	OG6_500796	P34250
YKL106C-A	OG6_500700	Q3E7A0
YKL106W	OG6_500008	Q01802
YKL107W	OG6_111198	P34251
YKL108W	OG6_500056	P34252
YKL109W	OG6_500364	P14064
YKL110C	OG6_103506	P34253
YKL112W	OG6_500828	P14164
YKL113C	OG6_101387	P26793
YKL114C	OG6_104339	P22936
YKL116C	OG6_129945	P28708
YKL117W	OG6_101574	P28707
YKL119C	OG6_143667	P32341
YKL120W	OG6_102209	P32332
YKL121W	OG6_102303	P32330
YKL122C	OG6_499891	P32342
YKL124W	OG6_500856	P32343
YKL125W	OG6_102817	P36070
YKL126W	OG6_100157	P12688
YKL127W	OG6_100937	P33401
YKL128C	OG6_104655	P36069
YKL129C	OG6_100187	P36006
YKL130C	OG6_500531	P36068
YKL132C	OG6_100496	P36001
YKL133C	OG6_222606	P36066
YKL134C	OG6_102110	P35999
YKL135C	OG6_100684	P36000
YKL137W	OG6_104789	P36064
YKL138C	OG6_114551	P14063
YKL138C-A	OG6_500912	P69852
YKL139W	OG6_101677	Q03957
YKL140W	OG6_100408	P34163
YKL141W	OG6_103173	P33421
YKL142W	OG6_499900	P35719
YKL143W	OG6_104128	P34078
YKL144C	OG6_101831	P35718
YKL145W	OG6_101899	P33299
YKL146W	OG6_100466	P36062
YKL148C	OG6_100447	Q00711
YKL149C	OG6_102255	P24309
YKL150W	OG6_105883	P36060
YKL151C	OG6_100751	P36059
YKL152C	OG6_101500	P00950
YKL154W	OG6_103000	P36057
YKL155C	OG6_103043	P36056
YKL156W	OG6_100584	P35997
YKL157W	OG6_100948	P32454
YKL159C	OG6_500448	P36054
YKL160W	OG6_101618	P36053
YKL161C	OG6_500377	P36005
YKL162C	OG6_107303	P36052
YKL163W	OG6_127524	Q03180
YKL164C	OG6_127524	Q03178
YKL165C	OG6_103930	P36051
YKL166C	OG6_100326	P05986
YKL167C	OG6_115525	P32388
YKL168C	OG6_222601	P36004
YKL170W	OG6_100370	P35996
YKL171W	OG6_500870	P36003
YKL172W	OG6_102606	P36049
YKL173W	OG6_134872	P36048
YKL174C	OG6_103247	P36029
YKL175W	OG6_100747	P34240
YKL176C	OG6_500662	P34239
YKL178C	OG6_113599	P06783
YKL179C	OG6_102093	P34237
YKL180W	OG6_100758	P05740
YKL181W	OG6_118316	P32895
YKL182W	OG6_101866	P07149
YKL183C-A	OG6_499851	Q3E765
YKL183W	OG6_137824	P34234
YKL184W	OG6_100277	P08432
YKL185W	OG6_500787	P34233
YKL186C	OG6_500004	P34232
YKL187C	OG6_222607	P34231
YKL188C	OG6_100236	P34230
YKL189W	OG6_101307	P32464
YKL190W	OG6_101614	P25296
YKL191W	OG6_103331	P32461
YKL192C	OG6_100820	P32463
YKL193C	OG6_102267	P36047
YKL194C	OG6_118170	P07236
YKL195W	OG6_104129	P36046
YKL196C	OG6_101684	P36015
YKL197C	OG6_103335	P24004
YKL198C	OG6_222603	P36002
YKL201C	OG6_133175	P36044
YKL203C	OG6_100794	P32600
YKL204W	OG6_500133	P36041
YKL205W	OG6_103085	P33418
YKL206C	OG6_104586	P36040
YKL207W	OG6_102473	P36039
YKL208W	OG6_500391	P36038
YKL209C	OG6_100059	P12866
YKL210W	OG6_100444	P22515
YKL211C	OG6_103198	P00937
YKL212W	OG6_101364	P32368
YKL213C	OG6_101801	P36037
YKL214C	OG6_499866	P36036
YKL215C	OG6_100892	P28273
YKL216W	OG6_100674	P28272
YKL217W	OG6_104856	P36035
YKL218C	OG6_100378	P36007
YKL219W	OG6_111794	P36034
YKL220C	OG6_114877	P36033
YKL221W	OG6_100246	P36032
YKL222C	OG6_162027	P35995
YKL224C	OG6_109825	P35994
YKR001C	OG6_100232	P21576
YKR002W	OG6_100691	P29468
YKR003W	OG6_102132	Q02201
YKR004C	OG6_104942	Q02202
YKR005C	OG6_500718	Q02203
YKR006C	OG6_500949	Q02204
YKR007W	OG6_500889	Q02205
YKR008W	OG6_103614	Q02206
YKR009C	OG6_101391	Q02207
YKR010C	OG6_500854	Q02208
YKR011C	OG6_499837	Q02209
YKR013W	OG6_101367	P36110
YKR014C	OG6_106452	P36018
YKR015C	OG6_222598	P36111
YKR016W	OG6_103871	P36112
YKR017C	OG6_100963	P36113
YKR018C	OG6_104710	P36114
YKR019C	OG6_500772	P36115
YKR020W	OG6_103074	P36116
YKR021W	OG6_115043	P36117
YKR022C	OG6_500483	P36118
YKR023W	OG6_121406	P36119
YKR024C	OG6_102676	P36120
YKR025W	OG6_102756	P36121
YKR026C	OG6_102141	P14741
YKR027W	OG6_222599	P36122
YKR028W	OG6_100938	P36123
YKR029C	OG6_118281	P36124
YKR030W	OG6_103592	P36125
YKR031C	OG6_100567	P36126
YKR034W	OG6_500735	P26343
YKR035W-A	OG6_100996	P69771
YKR036C	OG6_114900	P36130
YKR037C	OG6_500767	P36131
YKR038C	OG6_100288	P36132
YKR039W	OG6_103579	P19145
YKR041W	OG6_500233	P36134
YKR042W	OG6_130006	P36135
YKR043C	OG6_100250	P36136
YKR044W	OG6_101728	P36137
YKR045C	OG6_500488	P36138
YKR046C	OG6_500156	P36139
YKR048C	OG6_100833	P25293
YKR049C	OG6_500496	P36141
YKR050W	OG6_105015	P28584
YKR051W	OG6_100407	P36142
YKR052C	OG6_101882	P23500
YKR053C	OG6_102878	P23501
YKR057W	OG6_101819	P0C0V8
YKR054C	OG6_100025	P36022
YKR055W	OG6_500422	Q00246
YKR056W	OG6_100839	P33753
YKR058W	OG6_101901	P36143
YKR060W	OG6_102551	P36144
YKR061W	OG6_166515	P33550
YKR062W	OG6_103945	P36145
YKR063C	OG6_103624	P36146
YKR064W	OG6_500582	P36023
YKR065C	OG6_110913	P36147
YKR066C	OG6_101949	P00431
YKR067W	OG6_105381	P36148
YKR068C	OG6_102403	P36149
YKR069W	OG6_102380	P36150
YKR070W	OG6_102253	P36151
YKR071C	OG6_102453	P36152
YKR072C	OG6_100772	P36024
YKR074W	OG6_107840	P36154
YKR075C	OG6_222608	P36155
YKR076W	OG6_103352	P36156
YKR077W	OG6_500441	P36157
YKR078W	OG6_500165	P36158
YKR079C	OG6_100263	P36159
YKR080W	OG6_111112	Q02046
YKR081C	OG6_102220	P36160
YKR082W	OG6_116656	P36161
YKR083C	OG6_120232	P36162
YKR084C	OG6_103149	P32769
YKR085C	OG6_116994	P22354
YKR086W	OG6_100085	P15938
YKR087C	OG6_102706	P36163
YKR088C	OG6_101862	P36164
YKR089C	OG6_102894	P36165
YKR090W	OG6_110780	P36166
YKR091W	OG6_500356	P36167
YKR092C	OG6_104928	P32583
YKR093W	OG6_100318	P32901
YKR094C	OG6_101560	P0CH09
YKR095W	OG6_103190	Q02455
YKR095W-A	OG6_104774	Q3E833
YKR096W	OG6_222594	P36168
YKR097W	OG6_102030	P10963
YKR098C	OG6_175840	P36026
YKR099W	OG6_100129	P22035
YKR100C	OG6_222595	P36169
YKR101W	OG6_499882	P21691
YKR102W	OG6_128677	P36170
YKR103W	OG6_100026	P0CE68
YKR104W	OG6_500884	P0CE69
YKR105C	OG6_100558	P36172
YKR106W	OG6_105688	P36173
YLL001W	OG6_100232	P54861
YLL002W	OG6_113601	Q07794
YLL003W	OG6_500235	Q12369
YLL004W	OG6_104370	P54790
YLL005C	OG6_500838	Q07798
YLL006W	OG6_110538	P41800
YLL006W-A	OG6_500970	Q3E814
YLL007C	OG6_499838	Q07799
YLL008W	OG6_102067	P32892
YLL009C	OG6_103593	Q12287
YLL010C	OG6_100959	Q07800
YLL011W	OG6_102358	P33750
YLL012W	OG6_115656	Q07804
YLL013C	OG6_100436	Q07807
YLL014W	OG6_103722	Q12431
YLL015W	OG6_100026	P14772
YLL018C	OG6_100778	P04802
YLL018C-A	OG6_103881	Q3E731
YLL019C	OG6_100708	P32350
YLL021W	OG6_500117	P23201
YLL022C	OG6_500103	Q12373
YLL023C	OG6_104324	Q12164
YLL024C	OG6_100083	P10592
YLL025W	OG6_109825	Q12370
YLL026W	OG6_100223	P31539
YLL027W	OG6_101081	Q07821
YLL028W	OG6_112504	Q07824
YLL029W	OG6_100896	Q07825
YLL031C	OG6_102855	Q07830
YLL032C	OG6_113016	Q07834
YLL033W	OG6_500614	Q07843
YLL034C	OG6_102053	Q07844
YLL035W	OG6_103124	Q07845
YLL036C	OG6_102145	P32523
YLL038C	OG6_500624	Q07872
YLL039C	OG6_100667	P0CG63
YLL040C	OG6_101020	Q07878
YLL041C	OG6_100664	P21801
YLL042C	OG6_500652	Q07879
YLL043W	OG6_100415	P23900
YLL045C	OG6_101259	P29453
YLL046C	OG6_222589	P32385
YLL048C	OG6_100026	P32386
YLL049W	OG6_500154	Q07887
YLL050C	OG6_100500	Q03048
YLL051C	OG6_114877	Q12473
YLL052C	OG6_500831	P0CD90
YLL053C	OG6_100198	P0CD98
YLL054C	OG6_222539	Q12244
YLL055W	OG6_137742	Q12235
YLL056C	OG6_111933	Q12177
YLL057C	OG6_105576	Q12358
YLL058W	OG6_110525	Q12198
YLL060C	OG6_163337	Q12390
YLL061W	OG6_222609	Q12372
YLL062C	OG6_102920	Q12525
YLL063C	OG6_127190	Q12226
YLL064C	OG6_109825	P0CE91
YLL066C	OG6_108906	Q99208
YLL066W-B	OG6_500265	Q8TGJ7
YLL067C	OG6_108906	Q07888
YLR001C	OG6_132636	Q07895
YLR002C	OG6_102758	Q07896
YLR003C	OG6_104839	Q07897
YLR004C	OG6_112012	Q07904
YLR005W	OG6_102284	Q04673
YLR006C	OG6_121049	Q07084
YLR007W	OG6_103559	Q07913
YLR008C	OG6_101286	Q07914
YLR009W	OG6_101340	Q07915
YLR010C	OG6_500635	Q07921
YLR011W	OG6_103685	Q07923
YLR012C	OG6_499905	Q07927
YLR013W	OG6_222596	Q07928
YLR014C	OG6_124882	P07272
YLR015W	OG6_102272	P43132
YLR016C	OG6_102703	Q07930
YLR017W	OG6_101599	Q07938
YLR018C	OG6_499928	Q12445
YLR019W	OG6_100959	Q07949
YLR020C	OG6_115656	Q07950
YLR021W	OG6_499976	Q07951
YLR022C	OG6_101125	Q07953
YLR023C	OG6_100486	Q07959
YLR024C	OG6_101603	Q07963
YLR025W	OG6_100985	P39929
YLR026C	OG6_102103	Q01590
YLR027C	OG6_100337	P23542
YLR028C	OG6_101217	P54113
YLR029C	OG6_100733	P05748
YLR030W	OG6_500876	Q07967
YLR031W	OG6_222610	Q07978
YLR032W	OG6_101296	P32849
YLR033W	OG6_500338	Q07979
YLR034C	OG6_100775	Q12078
YLR035C	OG6_500622	Q07980
YLR035C-A	OG6_100069	Q12088
YLR036C	OG6_222592	Q07986
YLR037C	OG6_109825	Q07987
YLR038C	OG6_102345	Q01519
YLR039C	OG6_500360	P40395
YLR040C	OG6_500320	Q07988
YLR042C	OG6_500387	Q07990
YLR043C	OG6_100096	P22217
YLR044C	OG6_104452	P06169
YLR045C	OG6_101795	P46675
YLR046C	OG6_111248	Q12253
YLR047C	OG6_142743	Q12209
YLR048W	OG6_100806	P46654
YLR049C	OG6_500217	Q12110
YLR050C	OG6_104415	Q12155
YLR051C	OG6_102946	Q12035
YLR052W	OG6_500415	Q12345
YLR053C	OG6_500885	Q12026
YLR054C	OG6_499907	Q12202
YLR055C	OG6_114268	P38915
YLR056W	OG6_102250	P32353
YLR057W	OG6_143866	Q12205
YLR058C	OG6_100262	P37291
YLR059C	OG6_103503	P54964
YLR060W	OG6_101233	P15624
YLR061W	OG6_101015	P05749
YLR063W	OG6_121376	Q12291
YLR064W	OG6_104324	Q12144
YLR065C	OG6_103372	Q99382
YLR066W	OG6_102447	Q12133
YLR067C	OG6_100693	P32522
YLR068W	OG6_500730	Q12247
YLR069C	OG6_100770	P25039
YLR070C	OG6_100349	Q07993
YLR071C	OG6_143677	P19263
YLR072W	OG6_101929	Q08001
YLR073C	OG6_500020	Q08003
YLR074C	OG6_103042	Q08004
YLR075W	OG6_100701	P41805
YLR077W	OG6_112968	Q08023
YLR078C	OG6_102735	P25385
YLR079W	OG6_499961	P38634
YLR080W	OG6_129300	Q12396
YLR081W	OG6_100060	P13181
YLR082C	OG6_500962	Q12020
YLR083C	OG6_100462	P32802
YLR084C	OG6_114276	Q12465
YLR085C	OG6_103780	Q12509
YLR086W	OG6_101113	Q12267
YLR087C	OG6_110173	Q12150
YLR088W	OG6_104164	P39012
YLR089C	OG6_100524	P52893
YLR090W	OG6_100469	P39102
YLR091W	OG6_500888	Q12393
YLR092W	OG6_100144	Q12325
YLR093C	OG6_103752	Q12255
YLR094C	OG6_500738	Q12418
YLR095C	OG6_500429	Q12072
YLR096W	OG6_111506	P13186
YLR097C	OG6_104095	Q12347
YLR098C	OG6_107650	P43634
YLR099C	OG6_101137	Q12385
YLR099W-A	OG6_119793	Q3E798
YLR100W	OG6_106304	Q12452
YLR102C	OG6_500575	Q12107
YLR103C	OG6_102930	Q08032
YLR104W	OG6_127222	Q08045
YLR105C	OG6_103858	P16658
YLR106C	OG6_100908	Q12019
YLR107W	OG6_103246	Q12090
YLR108C	OG6_129929	Q12259
YLR109W	OG6_101112	P38013
YLR110C	OG6_500526	Q12127
YLR113W	OG6_102675	P32485
YLR114C	OG6_104063	Q12500
YLR115W	OG6_103283	Q12102
YLR116W	OG6_102013	Q12186
YLR117C	OG6_101977	Q12309
YLR118C	OG6_100696	Q12354
YLR119W	OG6_104152	Q99176
YLR120C	OG6_114704	P32329
YLR121C	OG6_114704	Q12303
YLR125W	OG6_500313	Q12138
YLR126C	OG6_102842	Q12288
YLR127C	OG6_103028	Q12440
YLR128W	OG6_102228	Q12395
YLR129W	OG6_102330	Q12220
YLR130C	OG6_101746	Q12436
YLR131C	OG6_135229	P21192
YLR132C	OG6_103799	Q12208
YLR133W	OG6_101889	P20485
YLR134W	OG6_104452	P16467
YLR135W	OG6_500568	Q12098
YLR136C	OG6_101179	P47977
YLR137W	OG6_121269	Q12367
YLR138W	OG6_107465	Q99271
YLR139C	OG6_499899	P42900
YLR141W	OG6_500018	Q02983
YLR142W	OG6_101295	P09368
YLR143W	OG6_101395	Q12429
YLR144C	OG6_105573	Q12168
YLR145W	OG6_143849	Q12530
YLR146C	OG6_100634	Q12455
YLR146W-A	OG6_500625	Q2V2P1
YLR147C	OG6_102085	P43321
YLR148W	OG6_102656	P27801
YLR149C	OG6_111232	Q99296
YLR150W	OG6_113019	P39015
YLR151C	OG6_101045	Q12524
YLR152C	OG6_122958	P54072
YLR153C	OG6_100430	P52910
YLR154C	OG6_500760	Q12338
YLR154C-G	OG6_499999	Q3E813
YLR154C-H	OG6_162028	P0CY02
YLR154W-C	OG6_119159	Q8TGM6
YLR154W-C	OG6_119159	Q8TGM7
YLR155C	OG6_100658	P0CZ17
YLR156C-A	OG6_162028	P0CY03
YLR156W	OG6_150259	P0CE96
YLR157C	OG6_100658	P0CX77
YLR157C-A	OG6_100069	P0CX72
YLR157C-B	OG6_100069	P0C2I5
YLR157C-C	OG6_162028	P0CY04
YLR157W-D	OG6_150259	P0CE99
YLR157W-E	OG6_150259	P0CF00
YLR158C	OG6_100658	P0CX78
YLR159C-A	OG6_162028	P0CY05
YLR159W	OG6_150259	P0CE97
YLR160C	OG6_100658	P0CX79
YLR161W	OG6_150259	P0CE98
YLR162W	OG6_500371	Q06235
YLR162W-A	OG6_103345	Q3E811
YLR163C	OG6_100777	P10507
YLR164W	OG6_103841	Q06236
YLR165C	OG6_102784	Q06244
YLR166C	OG6_102983	Q06245
YLR167W	OG6_101107	P05759
YLR168C	OG6_102353	P35200
YLR170C	OG6_100926	P35181
YLR172C	OG6_101531	P32469
YLR173W	OG6_499979	Q06247
YLR174W	OG6_100639	P41939
YLR175W	OG6_100327	P33322
YLR176C	OG6_102578	P48743
YLR177W	OG6_104927	Q06251
YLR178C	OG6_101885	P14306
YLR179C	OG6_101885	Q06252
YLR180W	OG6_100388	P10659
YLR181C	OG6_102826	Q06263
YLR182W	OG6_115793	P09959
YLR183C	OG6_137859	Q06266
YLR185W	OG6_100852	P49166
YLR186W	OG6_101493	Q06287
YLR187W	OG6_222611	Q06315
YLR188W	OG6_100059	P33310
YLR189C	OG6_102789	Q06321
YLR190W	OG6_500819	Q06324
YLR191W	OG6_105516	P80667
YLR192C	OG6_103515	Q05775
YLR193C	OG6_104463	Q05776
YLR194C	OG6_500481	Q05777
YLR195C	OG6_101234	P14743
YLR200W	OG6_102523	P52553
YLR196W	OG6_102416	P21304
YLR197W	OG6_101480	Q12460
YLR199C	OG6_500775	Q05778
YLR201C	OG6_104041	Q05779
YLR203C	OG6_114133	P32335
YLR204W	OG6_500945	P32344
YLR205C	OG6_104451	P32339
YLR206W	OG6_103058	Q05785
YLR207W	OG6_101047	Q05787
YLR208W	OG6_101941	Q04491
YLR209C	OG6_101826	Q05788
YLR210W	OG6_100199	P24871
YLR211C	OG6_500887	Q05789
YLR212C	OG6_101897	P53378
YLR213C	OG6_114220	Q05790
YLR214W	OG6_137720	P32791
YLR215C	OG6_103549	Q05791
YLR216C	OG6_103831	P53691
YLR218C	OG6_107541	Q05809
YLR219W	OG6_500359	Q05812
YLR220W	OG6_102313	P47818
YLR221C	OG6_116846	Q05942
YLR222C	OG6_102171	Q05946
YLR223C	OG6_500964	P39520
YLR224W	OG6_500942	Q05947
YLR225C	OG6_111589	Q05948
YLR226W	OG6_500439	Q05949
YLR227C	OG6_500744	Q05955
YLR227W-A	OG6_100069	P0CX75
YLR227W-B	OG6_100069	P0C2I6
YLR228C	OG6_222562	Q05958
YLR229C	OG6_104797	P19073
YLR231C	OG6_103826	Q05979
YLR233C	OG6_222561	P17214
YLR234W	OG6_101027	P13099
YLR237W	OG6_181781	Q05998
YLR238W	OG6_193892	Q06001
YLR239C	OG6_101396	Q06005
YLR240W	OG6_101850	P22543
YLR241W	OG6_100323	Q06538
YLR242C	OG6_104234	Q06541
YLR243W	OG6_102080	Q06543
YLR244C	OG6_100342	Q01662
YLR245C	OG6_100962	Q06549
YLR246W	OG6_100625	Q06551
YLR247C	OG6_114650	Q06554
YLR248W	OG6_110868	P38623
YLR249W	OG6_105271	P16521
YLR250W	OG6_120801	P39931
YLR251W	OG6_100380	Q06563
YLR253W	OG6_100510	Q06567
YLR254C	OG6_102334	Q06568
YLR256W	OG6_125220	P0CE41
YLR256W-A	OG6_100069	P0C2I8
YLR257W	OG6_500725	Q06146
YLR258W	OG6_103561	P27472
YLR259C	OG6_100393	P19882
YLR260W	OG6_101566	Q06147
YLR261C	OG6_500089	O13549
YLR262C	OG6_100976	Q99260
YLR262C-A	OG6_105239	Q3E764
YLR263W	OG6_500865	P14291
YLR264C-A	OG6_499914	Q3E732
YLR264W	OG6_101185	P0C0X0
YLR265C	OG6_500626	Q06148
YLR266C	OG6_162027	Q06149
YLR267W	OG6_500699	Q06150
YLR268W	OG6_101898	P22214
YLR270W	OG6_104575	Q06151
YLR271W	OG6_105065	Q06152
YLR272C	OG6_102273	Q06156
YLR273C	OG6_220708	Q06216
YLR274W	OG6_102165	P29496
YLR275W	OG6_102323	Q06217
YLR276C	OG6_102730	Q06218
YLR277C	OG6_101260	Q06224
YLR278C	OG6_152943	Q05854
YLR281C	OG6_104401	Q05863
YLR283W	OG6_118307	Q05867
YLR284C	OG6_103916	Q05871
YLR285C-A	OG6_500370	Q3E771
YLR285W	OG6_109181	Q05874
YLR286C	OG6_107621	P29029
YLR287C	OG6_108195	Q05881
YLR287C-A	OG6_101018	P0CX33
YLR288C	OG6_500475	Q02574
YLR289W	OG6_100972	P46943
YLR290C	OG6_105611	Q05892
YLR291C	OG6_102470	P32502
YLR292C	OG6_115523	P39742
YLR293C	OG6_101761	P32835
YLR295C	OG6_115057	Q12349
YLR297W	OG6_500025	Q05899
YLR298C	OG6_102948	Q05900
YLR299W	OG6_100578	Q05902
YLR300W	OG6_107620	P23776
YLR301W	OG6_500057	Q05905
YLR303W	OG6_106883	P06106
YLR304C	OG6_101426	P19414
YLR305C	OG6_101741	P37297
YLR306W	OG6_102346	P52491
YLR307C-A	OG6_499917	Q3E825
YLR307W	OG6_108825	Q06702
YLR308W	OG6_108825	Q06703
YLR309C	OG6_129965	Q06704
YLR310C	OG6_101209	P04821
YLR312C	OG6_500713	Q06159
YLR312W-A	OG6_117012	P36523
YLR313C	OG6_500096	Q06160
YLR314C	OG6_104146	P32457
YLR315W	OG6_500221	Q06162
YLR316C	OG6_103273	Q9URQ3
YLR318W	OG6_104485	Q06163
YLR319C	OG6_111245	P41697
YLR320W	OG6_500197	Q06164
YLR321C	OG6_103095	Q06168
YLR323C	OG6_102529	P53769
YLR324W	OG6_114274	Q06169
YLR325C	OG6_101624	P49167
YLR326W	OG6_112036	Q06170
YLR327C	OG6_206380	Q06177
YLR328W	OG6_100907	Q06178
YLR329W	OG6_500927	Q02721
YLR330W	OG6_112515	Q12114
YLR332W	OG6_500578	P36027
YLR333C	OG6_100950	P0C0T4
YLR335W	OG6_139042	P32499
YLR336C	OG6_102915	Q06132
YLR337C	OG6_113008	P37370
YLR340W	OG6_100781	P05317
YLR341W	OG6_500654	Q06134
YLR342W	OG6_101172	P38631
YLR342W-A	OG6_499926	Q3E810
YLR343W	OG6_143047	Q06135
YLR344W	OG6_100790	P05743
YLR345W	OG6_115064	Q06137
YLR346C	OG6_500833	Q06139
YLR347C	OG6_101642	Q06142
YLR348C	OG6_104245	Q06143
YLR350W	OG6_102694	Q06144
YLR351C	OG6_100517	P49954
YLR352W	OG6_115059	Q06479
YLR353W	OG6_500567	P41698
YLR354C	OG6_101088	P15019
YLR355C	OG6_102960	P06168
YLR356W	OG6_137818	Q06485
YLR357W	OG6_103614	Q06488
YLR358C	OG6_500055	O13565
YLR359W	OG6_100666	Q05911
YLR360W	OG6_499959	Q05919
YLR361C	OG6_104832	Q05924
YLR361C-A	OG6_500132	Q3E795
YLR362W	OG6_100581	P23561
YLR363C	OG6_500181	Q12129
YLR363W-A	OG6_500454	Q3E747
YLR364W	OG6_500001	Q05926
YLR367W	OG6_100322	Q3E7Y3
YLR368W	OG6_499938	Q05930
YLR369W	OG6_100423	Q05931
YLR370C	OG6_102731	Q05933
YLR371W	OG6_104196	P51862
YLR372W	OG6_100813	P40319
YLR373C	OG6_222583	Q05934
YLR375W	OG6_222557	Q05937
YLR376C	OG6_500967	Q12318
YLR377C	OG6_101108	P09201
YLR378C	OG6_100672	P32915
YLR380W	OG6_101230	Q06705
YLR381W	OG6_500602	Q12748
YLR382C	OG6_101393	P11325
YLR383W	OG6_102062	Q12749
YLR384C	OG6_102646	Q06706
YLR385C	OG6_499954	Q06707
YLR386W	OG6_102134	Q06708
YLR387C	OG6_101830	Q06709
YLR388W	OG6_101365	P41057
YLR389C	OG6_100422	Q06010
YLR390W	OG6_500437	Q06011
YLR390W-A	OG6_500090	O13547
YLR392C	OG6_500173	P18634
YLR393W	OG6_108820	P18496
YLR394W	OG6_106595	Q06032
YLR395C	OG6_172856	P04039
YLR396C	OG6_101460	P20795
YLR397C	OG6_104982	P32794
YLR398C	OG6_100340	P35207
YLR399C	OG6_100249	P35817
YLR401C	OG6_101202	Q06053
YLR403W	OG6_148810	P32432
YLR404W	OG6_500595	Q06058
YLR405W	OG6_104072	Q06063
YLR406C	OG6_100706	P0C2H9
YLR406C-A	OG6_500512	Q8TGT1
YLR407W	OG6_135321	Q06070
YLR408C	OG6_500587	Q06071
YLR409C	OG6_102184	Q06078
YLR410W	OG6_101402	Q06685
YLR410W-A	OG6_100069	P0C2J4
YLR410W-B	OG6_100069	P0C2J3
YLR411W	OG6_102787	Q06686
YLR412C-A	OG6_500911	Q3E742
YLR412W	OG6_104590	Q06688
YLR413W	OG6_222607	Q06689
