Entry	Entry Name	Protein names	Gene Names
Q59VX8	SHS1_CANAL	Septation protein 7 (Seventh homolog of septin 1)	SEP7 SHS1 CAALFM_C102230WA CaO19.11164 CaO19.3680
Q59W33	GPD2_CANAL	Glycerol-3-phosphate dehydrogenase [NAD(+)] 2 (EC 1.1.1.8)	GPD2 orf19.691 CAALFM_C602010CA
Q59W62	GIN4_CANAL	Serine/threonine-protein kinase GIN4 (EC 2.7.11.1) (Growth inhibitory protein 4)	GIN4 CAALFM_C111400CA CaO19.663 CaO19.8280
Q59WF4	MNN2_CANAL	Alpha-1,2-mannosyltransferase MNN2 (EC 2.4.1.-)	MNN2 MNN25 MNN5 CAALFM_C110720CA CaO19.2347 CaO19.9883
Q59WG3	Q59WG3_CANAL	AAA family ATPase	CDC48 CAALFM_C110790WA orf19.9876
Q59WG7	BIG1_CANAL	Protein BIG1	BIG1 CAALFM_C110830WA CaO19.2334 CaO19.9870
Q59WH0	ADA2_CANAL	Transcriptional adapter 2	ADA2 CAALFM_C110860CA CaO19.2331 CaO19.9867
Q59X23	PMT4_CANAL	Dolichyl-phosphate-mannose--protein mannosyltransferase 4 (Protein mannosyltransferase 4) (EC 2.4.1.109)	PMT4 CAALFM_C206100WA CaO19.11590 CaO19.4109
Q59X49	DDR48_CANAL	Stress protein DDR48 (DNA damage-responsive protein 48) (DDRP 48)	DDR48 DDR99 CAALFM_C209220WA CaO19.11563 CaO19.4082
Q59X67	EFG1_CANAL	Enhanced filamentous growth protein 1	EFG1 CAALFM_CR07890WA CaO19.610 CaO19.8243
Q59XU5	RAS1_CANAL	Ras-like protein 1 (Ras homolog type B)	RAS1 CAALFM_C210210CA CaO19.1760 CaO19.9329
Q59XX2	MP65_CANAL	Cell surface mannoprotein MP65 (EC 3.2.1.-) (Mannoprotein of 65 kDa) (Soluble cell wall protein 10)	MP65 CMP65 SCW1 SCW10 CAALFM_C210030CA CaO19.1779 CaO19.9345
Q59Y21	Q59Y21_CANAL	E3 ubiquitin-protein ligase (EC 2.3.2.26)	RSP5 CAALFM_C208500WA orf19.11111
Q59Y31	YWP1_CANAL	Yeast-form wall Protein 1 (GPI-anchored protein 24) (Thiol-extractable peptide 1) (flocculation protein 1)	YWP1 FLO1 PGA24 TEP1 CAALFM_C208590WA CaO19.11101 CaO19.3618
Q59Y37	PST2_CANAL	NAD(P)H quinone oxidoreductase PST2 (EC 1.6.5.2) (Flavodoxin-like protein PST2) (FLP PST2)	PST2 CAALFM_C208640CA orf19.11095
Q59YH3	CG11_CANAL	G1/S-specific cyclin CCN1	CCN1 CLN1 CAALFM_C501680CA CaO19.10719 CaO19.3207
Q59Z29	AFT2_CANAL	Iron-regulated transcriptional activator AFT2 (Activator of iron transcription protein 2)	AFT2 CAALFM_C207170CA CaO19.2272 CaO19.9812
Q59ZG8	DAD2_CANAL	DASH complex subunit DAD2 (Outer kinetochore protein DAD2)	DAD2 CAALFM_C205210WA CaO19.3551
Q59ZI9	Q59ZI9_CANAL	Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1)	CKA2 CAALFM_C204980CA orf19.11014
Q5A0E5	NRG1_CANAL	Transcriptional regulator NRG1	NRG1 CAALFM_C704230WA CaO19.7150
Q5A0W9	CZF1_CANAL	Zinc cluster transcription factor CZF1	CZF1 ZNF1 CAALFM_C406820CA CaO19.10639 CaO19.3127
Q5A0X8	CSA2_CANAL	Secreted hemophore CSA2 (Surface antigen protein 2)	CSA2 CRW1 CAALFM_C406920CA CaO19.10629 CaO19.3117
Q5A109	RS31_CANAL	Ubiquitin-ribosomal protein eS31 fusion protein [Cleaved into: Ubiquitin; Small ribosomal subunit protein eS31 (40S ribosomal protein S31)]	UBI3 orf19.3087 CAALFM_C407180WA
Q5A1D3	ERK1_CANAL	Extracellular signal-regulated kinase 1 (ERK1) (EC 2.7.11.24) (MAP kinase 1) (MAPK 1)	CEK1 ERK1 CAALFM_C406480CA CaO19.10404 CaO19.2886
Q5A1E3	CBF1_CANAL	Transcriptional regulator CBF1	CBF1 CAALFM_C406580WA CaO19.10394 CaO19.2876
Q5A1N6	CG13_CANAL	G1/S-specific cyclin CLN3	CLN3 CLN2 CAALFM_C501100CA CaO19.1960 CaO19.9515
Q5A1W9	HST3_CANAL	NAD-dependent histone deacetylase HST3 (EC 2.3.1.286) (Homologous to SIR2 protein 3) (Regulatory protein SIR2 homolog 3)	HST3 CAALFM_C501340WA CaO19.1934 CaO19.9490
Q5A1Z5	ATG13_CANAL	Autophagy-related protein 13	ATG13 APG13 CAALFM_CR02910WA CaO19.10367 CaO19.2848
Q5A220	RFG1_CANAL	Repressor of filamentous growth 1	RFG1 ROX1 CAALFM_CR02640WA CaO19.10341 CaO19.2823
Q5A287	SFL1_CANAL	Transcription factor SFL1	SFL1 CAALFM_CR05990CA CaO19.454 CaO19.8085
Q5A2J7	YVC1_CANAL	Calcium channel YVC1 (Vacuolar transiant receptor potential (TPR) channel YVC1) (Yeast vacuolar conductance protein 1)	YVC1 CAALFM_C207730WA CaO19.2209 CaO19.9754
Q5A2Z7	ALS6_CANAL	Agglutinin-like protein 6 (Adhesin 6)	ALS6 ALS97 CAALFM_C306190CA CaO19.7414
Q5A310	ISW2_CANAL	ISWI chromatin-remodeling complex ATPase ISW2 (EC 3.6.4.-)	ISW2 CAALFM_C306310CA CaO19.7401
Q5A312	ALS7_CANAL	Agglutinin-like protein 7 (Adhesin 7)	ALS7 ALS94 ALS95 ALS96 ALS98 CAALFM_C306320WA CaO19.7400
Q5A343	PGA13_CANAL	GPI-anchored protein 13	PGA13 CAALFM_CR08510WA CaO19.13778 CaO19.6420
Q5A3V6	RIB3_CANAL	3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12)	RIB3 CAALFM_C112360CA CaO19.12693 CaO19.5228
Q5A446	FRE1_CANAL	Ferric/cupric reductase transmembrane component 1 (EC 1.16.1.9) (Ferric-chelate reductase 1)	CFL1 FRE1 CAALFM_C405770CA CaO19.1263 CaO19.8848
Q5A4E3	OCH1_CANAL	Initiation-specific alpha-1,6-mannosyltransferase (EC 2.4.1.232) (Outer chain elongation protein 1)	OCH1 CAALFM_C306090CA CaO19.7391
Q5A4F3	AHR1_CANAL	Adhesion and hyphal regulator 1 (Zinc finger transcription factor 37)	AHR1 ZCF37 CAALFM_C306000WA CaO19.7381
Q5A4H5	CRZ1_CANAL	Transcriptional regulator CRZ1 (Calcineurin-responsive zinc finger protein 1)	CRZ1 CAALFM_C305780CA CaO19.7359
Q5A4M8	SUR7_CANAL	Protein SUR7	SUR7 CAALFM_C601720CA CaO19.10917 CaO19.3414
Q5A4W7	Q5A4W7_CANAL	Fatty acid synthase subunit beta (EC 2.3.1.86) [Includes: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9); [Acyl-carrier-protein] acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] malonyltransferase (EC 2.3.1.39); S-acyl fatty acid synthase thioesterase (EC 3.1.2.14)]	FAS1 CAALFM_C500190CA orf19.8594
Q5A4X5	SKN7_CANAL	Transcription factor SKN7	SKN7 CAALFM_C500240WA CaO19.8586 CaO19.971
Q5A506	BUD2_CANAL	GTPase activating protein BUD2 (Bud site selection protein 2)	BUD2 CAALFM_C500490CA CaO19.8555 CaO19.940
Q5A599	NIK1_CANAL	Histidine protein kinase NIK1 (EC 2.7.13.3)	NIK1 COS1 HIK1 CAALFM_C702800WA CaO19.12648 CaO19.5181
Q5A5Q6	ASH1_CANAL	Transcriptional regulatory protein ASH1	ASH1 CAALFM_C210660WA CaO19.12803 CaO19.5343
Q5A5R4	Q5A5R4_CANAL	DNA 3'-5' helicase (EC 5.6.2.4)	SGS1 CAALFM_C210570WA orf19.12795
Q5A5U4	RHD3_CANAL	Cell wall protein RHD3 (LDG family protein 7) (Predicted GPI-anchored protein 29) (Repressed during hyphae development protein 3)	RHD3 LDG7 PGA29 CAALFM_C404050CA CaO19.12765 CaO19.5305
Q5A649	ATG1_CANAL	Serine/threonine-protein kinase ATG1 (EC 2.7.11.1) (Autophagy-related protein 1)	ATG1 CAALFM_C404450CA CaO19.11322 CaO19.3841
Q5A651	CAR10_CANAL	Secreted aspartic protease 10 (ACP 10) (Aspartate protease 10) (EC 3.4.23.24) (Candidapepsin-10)	SAP10 YPS3 CAALFM_C404470WA CaO19.11320 CaO19.3839
Q5A688	PMT6_CANAL	Dolichyl-phosphate-mannose--protein mannosyltransferase 6 (Protein mannosyltransferase 6) (EC 2.4.1.109)	PMT6 PMT3 CAALFM_C404780WA CaO19.11283 CaO19.3802
Q5A6B6	PPG1_CANAL	Serine/threonine-protein phosphatase PP2A-like PPG1 (EC 3.1.3.16)	PPG1 CAALFM_C405050CA CaO19.11256 CaO19.3774
Q5A6P9	Q5A6P9_CANAL	Adenylyl cyclase-associated protein	SRV2 CAALFM_CR04190WA orf19.8135
Q5A6T5	STE7_CANAL	Serine/threonine-protein kinase STE7 homolog (EC 2.7.12.2)	HST7 STE7 CAALFM_CR03900WA CaO19.469 CaO19.8100
Q5A747	Q5A747_CANAL	Acyl-CoA desaturase (EC 1.14.19.1)	OLE1 CAALFM_C108360CA orf19.12583
Q5A761	CCR4_CANAL	CCR4-Not complex 3'-5'-exoribonuclease subunit Ccr4 (EC 3.1.13.4) (Carbon catabolite repressor protein 4) (Cytoplasmic deadenylase) (Glucose-repressible alcohol dehydrogenase transcriptional effector)	CCR4 CAALFM_C108220WA Ca41C10.13c CaO19.12567 CaO19.5101
Q5A762	MLT1_CANAL	Multiple drug resistance-associated protein-like transporter 1 (MRP-like transporter 1) (Vacuolar multi-drug resistance ABC transporter MTL1)	MLT1 ABC1 BPT1 YCF1 CAALFM_C108210CA CaO19.12566 CaO19.5100
Q5A7Q2	ESA1_CANAL	Histone acetyltransferase ESA1 (EC 2.3.1.48) (Protein 2-hydroxyisobutyryltransferase ESA1) (EC 2.3.1.-) (Protein acetyltransferase ESA1) (EC 2.3.1.-) (Protein crotonyltransferase ESA1) (EC 2.3.1.-)	ESA1 CAALFM_C300490WA CaO19.12871 CaO19.5416
Q5A7S7	FKH2_CANAL	Fork-head transcriptional regulator 2	FKH2 FKH1 CAALFM_C300670CA CaO19.12844 CaO19.5389
Q5A872	SLN1_CANAL	Histidine protein kinase SLN1 (EC 2.7.13.3)	SLN1 CAALFM_CR01000CA CaO19.10766 CaO19.3256
Q5A8K2	SYA_CANAL	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	ALA1 SYA1 CAALFM_C603720WA CaO19.13169 CaO19.5746
Q5A8N2	CARP4_CANAL	Secreted aspartic protease 4 (ACP 4) (Aspartate protease 4) (EC 3.4.23.24) (Candidapepsin-4)	SAP4 CAALFM_C603500CA CaO19.13139 CaO19.5716
Q5A8T4	ALS1_CANAL	Agglutinin-like protein 1 (Adhesin 1)	ALS1 CAALFM_C603700WA CaO19.13163 CaO19.5741
Q5A8T7	ALS5_CANAL	Agglutinin-like protein 5 (Adhesin 5)	ALS5 ALA1 ALS99 CAALFM_C603690WA CaO19.13158 CaO19.5736
Q5A950	ATG26_CANAL	Sterol 3-beta-glucosyltransferase (EC 2.4.1.-) (EC 2.4.1.173) (Autophagy-related protein 26) (UDP-glycosyltransferase 51)	ATG26 UGT51 UGT51C UGT51C1 CAALFM_CR02160WA CaO19.10147 CaO19.2616
Q5A960	HDA1_CANAL	Histone deacetylase HDA1 (EC 3.5.1.98)	HDA1 CAALFM_CR02050CA CaO19.10137 CaO19.2606
Q5AAF4	BNR1_CANAL	Formin BNR1	BNR1 BNI1 CAALFM_CR00070WA CaO19.7537
Q5AAG6	MKC1_CANAL	Mitogen-activated protein kinase MKC1 (MAP kinase MKC1) (EC 2.7.11.24)	MKC1 CAALFM_CR00120CA CaO19.7523
Q5AAH2	CHI1_CANAL	Chitinase 1 (EC 3.2.1.14)	CHT1 CAALFM_CR00180CA CaO19.7517
Q5AAI8	NAP1_CANAL	Nucleosome assembly protein 1	NAP1 CAALFM_CR00320CA orf19.7501
Q5AAJ8	RT109_CANAL	Histone acetyltransferase RTT109 (EC 2.3.1.48)	RTT109 CAALFM_CR00410WA CaO19.7491
Q5AAT0	DXO_CANAL	Decapping nuclease RAI1 (CaRai1) (EC 3.6.1.-) (NAD-capped RNA hydrolase RAI1) (DeNADding enzyme RAI1) (EC 3.6.1.-)	RAI1 CAALFM_C106800WA CaO19.13610 CaO19.6230
Q5AAU5	ATC1_CANAL	Cell wall acid trehalase ATC1 (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)	ATC1 ATH1 CAALFM_C106940CA CaO19.13595 CaO19.6214
Q5ABA6	ATG18_CANAL	Autophagy-related protein 18	ATG18 CAALFM_C100430WA CaO19.13485 CaO19.6064
Q5ABC5	PSD1_CANAL	Phosphatidylserine decarboxylase proenzyme 1, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase 1 beta chain; Phosphatidylserine decarboxylase 1 alpha chain]	PSD1 CAALFM_C100610WA CaO19.13466 CaO19.6045 orf19.6045
Q5ABC6	MOB2_CANAL	CBK1 kinase activator protein MOB2	MOB2 CAALFM_C100620WA CaO19.13465 CaO19.6044
Q5ABD0	SNF7_CANAL	Vacuolar-sorting protein SNF7 (Vacuolar protein-sorting-associated protein 32)	SNF7 VPS32 CAALFM_C100650CA CaO19.13461 CaO19.6040
Q5ABE2	HGC1_CANAL	Hypha-specific G1 cyclin-related protein 1	HGC1 CLN21 CLN3 CAALFM_C100780CA CaO19.13449 CaO19.6028
Q5ABG0	Q5ABG0_CANAL	Serine/threonine-protein kinase (EC 2.7.11.21)	CDC5 CAALFM_C100950CA orf19.13431
Q5ABG1	SET1_CANAL	Histone-lysine N-methyltransferase, H3 lysine-4 specific (EC 2.1.1.354) (COMPASS component SET1) (SET domain-containing protein 1)	SET1 CAALFM_C100960CA CaO19.13430 CaO19.6009
Q5ABU7	MDR1_CANAL	Multidrug resistance protein 1 (Benomyl resistance protein 1)	MDR1 BEN BMR1 CAALFM_C603170CA CaO19.13047 CaO19.5604
Q5ABZ2	RBF1_CANAL	Transcription factor RBF1 (RPG-box-binding factor 1)	RBF1 CAALFM_C602840CA CaO19.13004 CaO19.5558
Q5AC08	CARP6_CANAL	Secreted aspartic protease 6 (ACP 6) (Aspartate protease 6) (EC 3.4.23.24) (Candidapepsin-6)	SAP6 CAALFM_C602710CA CaO19.12988 CaO19.5542
Q5ACU9	NDT80_CANAL	Transcription factor NDT80	NDT80 CAALFM_C200140WA orf19.9667
Q5ACW8	HIR1_CANAL	Protein HIR1	HIR1 CAALFM_C200330CA CaO19.2099 CaO19.9647
Q5ACZ2	DFG5_CANAL	Mannan endo-1,6-alpha-mannosidase DFG5 (EC 3.2.1.101) (Endo-alpha-1->6-D-mannanase DFG5)	DFG5 CAALFM_C200520WA CaO19.2075 CaO19.9622
Q5AD05	SOD4_CANAL	Cell surface superoxide dismutase [Cu-Zn] 4 (EC 1.15.1.1) (GPI-anchored protein 2)	SOD4 PGA2 SOD32 CAALFM_C200660CA CaO19.2062 CaO19.9609
Q5AD07	SOD5_CANAL	Cell surface Cu-only superoxide dismutase 5 (EC 1.15.1.1) (Predicted GPI-anchored protein 3)	SOD5 PGA3 SOD31 CAALFM_C200680CA CaO19.2060 CaO19.9607
Q5AD56	NOT3_CANAL	General negative regulator of transcription subunit 3	NOT3 NOT31 CAALFM_C201130WA CaO19.2012 CaO19.9563
Q5ADM7	Q5ADM7_CANAL	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	TDH3 CAALFM_C306870WA orf19.14106
Q5ADM9	PMT2_CANAL	Dolichyl-phosphate-mannose--protein mannosyltransferase 2 (Protein mannosyltransferase 2) (EC 2.4.1.109)	PMT2 CAALFM_C306890WA CaO19.14104 CaO19.6812
Q5ADS0	UBI4P_CANAL	Polyubiquitin [Cleaved into: Ubiquitin]	UBI4 UBI1 orf19.14063 CAALFM_C307270CA
Q5ADT1	MDS3_CANAL	Negative regulator of sporulation MDS3	MDS3 CAALFM_C307320WA CaO19.14052/14051 CaO19.6760/6759
Q5AEK8	SLD1_CANAL	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	SLD1 CAALFM_C302680CA CaO19.260
Q5AEM6	CARP8_CANAL	Secreted aspartic protease 8 (ACP 8) (Aspartate protease 8) (EC 3.4.23.24) (Candidapepsin-8)	SAP8 CAALFM_C302510CA CaO19.242 CaO19.7872
Q5AF03	HSP31_CANAL	Glyoxalase 3 (EC 4.2.1.130) (Glutathione-independent glyoxalase)	GLX3 CAALFM_C302610CA CaO19.251 CaO19.7882 orf19.251 orf19.7882
Q5AF39	PGA59_CANAL	Cell wall protein PGA59 (GPI-anchored protein 59)	PGA59 CAALFM_C402370CA CaO19.10283 CaO19.2767
Q5AF41	PGA62_CANAL	Cell wall protein PGA62 (Flocculation protein 1) (GPI-anchored protein 62)	PGA62 FLO1 CAALFM_C402390WA CaO19.10281 CaO19.2765
Q5AF56	ADR1_CANAL	Transcriptional regulator ADR1	ADR1 CAALFM_C402500CA CaO19.10266 CaO19.2752
Q5AFA2	CRH11_CANAL	Extracellular glycosidase CRH11 (EC 3.2.-.-) (Congo red hypersensitive protein 11)	CRH11 CRH1 CAALFM_C402900CA CaO19.10221 CaO19.2706
Q5AFE4	RV161_CANAL	Regulator of cytoskeleton and endocytosis RVS161	RVS161 CAALFM_C700020CA CaO19.7124 orf19.7124
Q5AFI4	DFI1_CANAL	Cell-surface associated glycoprotein DFI1 (Defective in filamentous invasion protein 1)	DFI1 CAALFM_C700360WA CaO19.7084
Q5AFN8	CCW14_CANAL	Covalently-linked cell wall protein 14	SSR1 CCW14 CAALFM_C700860WA CaO19.7030
Q5AFP3	MCM1_CANAL	Transcription factor of morphogenesis MCM1	MCM1 CAALFM_C700890CA CaO19.7025
Q5AG40	VPS4_CANAL	Vacuolar protein sorting-associated protein 4	VPS4 CAALFM_C503090WA CaO19.11814 CaO19.4339
Q5AG71	HSL1_CANAL	Serine/threonine-protein kinase HSL1 (EC 2.7.11.1)	HSL1 CAALFM_C502840CA CaO19.11784 CaO19.4308
Q5AG77	GAP1_CANAL	Amino-acid permease GAP1	GAP1 CAALFM_C502790CA
Q5AGZ8	Q5AGZ8_CANAL	ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)	PFK2 CAALFM_C701800CA orf19.13893
Q5AH02	IQG1_CANAL	Ras GTPase-activating-like protein IQG1 (Cytokinesis protein 1) (IQGAP-related protein 1)	IQG1 CAALFM_C701840WA CaO19.13889 CaO19.6536
Q5AHA0	CHK1_CANAL	Histidine protein kinase 1 (EC 2.7.13.3)	CHK1 CAALFM_C203320WA CaO19.8515 CaO19.896
Q5AHG6	SCH9_CANAL	Serine/threonine-protein kinase SCH9 (EC 2.7.11.1)	SCH9 CAALFM_C203940CA CaO19.829 CaO19.8449
Q5AHK0	Q5AHK0_CANAL	Hym1p	HYM1 CAALFM_C204240CA orf19.8415
Q5AHK2	SSN3_CANAL	Serine/threonine-protein kinase SSN3 (EC 2.7.11.22) (EC 2.7.11.23) (Cyclin-dependent kinase 8)	SSN3 CDK8 CAALFM_C204260WA CaO19.794 CaO19.8413
Q5AIR7	ENG1_CANAL	Glucan endo-1,3-beta-D-glucosidase 1 (Endo-1,3-beta-glucanase 1) (EC 3.2.1.39) (Daughter specific expression protein 4) (Laminarinase)	ENG1 ACF3 DSE4 CAALFM_C103680WA CaO19.10584 CaO19.3066
Q5AJ71	CAN_CANAL	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase) (Non-classical export protein 103)	NCE103 CAALFM_C301300CA CaO19.1721 CaO19.9289
Q5AJB1	VATA_CANAL	V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 7.1.2.2)	TFP1 CAALFM_C301630WA CaO19.9249
Q5AJC0	UTR2_CANAL	Extracellular glycosidase UTR2 (EC 3.2.-.-) (Cell-surface factor 4)	UTR2 CSF4 CAALFM_C301730CA CaO19.1671 CaO19.9240
Q5AJU7	AP1_CANAL	AP-1-like transcription factor CAP1	CAP1 CAALFM_C302220WA CaO19.1623 CaO19.9191
Q5AJY5	PGA4_CANAL	1,3-beta-glucanosyltransferase PGA4 (EC 2.4.1.-) (GPI-anchored protein 4)	PGA4 GAS1 CAALFM_C505390CA CaO19.11518 CaO19.4035
Q5AK51	SFL2_CANAL	Transcription factor SFL2	SFL2 CAALFM_C504830WA CaO19.11452 CaO19.3969
Q5AK53	Q5AK53_CANAL	ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)	PFK1 CAALFM_C504810WA orf19.11449
Q5AK54	CRH12_CANAL	Extracellular glycosidase CRH12 (EC 3.2.-.-) (Congo red hypersensitive protein 12)	CRH12 CRH1 CRH2 CAALFM_C504800WA CaO19.11448 CaO19.3966
Q5AK66	PSD2_CANAL	Phosphatidylserine decarboxylase proenzyme 2 (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase 2 beta chain; Phosphatidylserine decarboxylase 2 alpha chain]	PSD2 CAALFM_C504680WA CaO19.3954 orf19.3954
Q5AKU6	SSK1_CANAL	Oxidative stress response two-component system protein SSK1	SSK1 CAALFM_C113930WA CaO19.12498 CaO19.5031
Q5AKW2	Q5AKW2_CANAL	Myosin 2	MYO2 CAALFM_C113780WA orf19.12482
Q5AKZ2	GUP1_CANAL	Membrane-bound O-acyltransferase GUP1 (Glycerol uptake protein 1)	GUP1 CAALFM_C113540WA orf19.4985
Q5AL03	HYR1_CANAL	Hyphally regulated cell wall protein 1 (Adhesin-like protein HYR1)	HYR1 GPX1 CAALFM_C113450WA CaO19.12440 CaO19.4975
Q5AL16	STP2_CANAL	Transcriptional regulator STP2	STP2 CAALFM_C113350WA CaO19.12426 CaO19.4961
Q5AL36	TYE7_CANAL	Carbohydrate metabolism regulator TYE7	TYE7 CAALFM_C113140CA CaO19.12407 CaO19.4941
Q5AL49	SEC2_CANAL	Rab guanine nucleotide exchange factor SEC2 (GDP-GTP exchange factor SEC2)	SEC2 CAALFM_C112970CA CaO19.12394 CaO19.4928
Q5AL52	BNI1_CANAL	Formin BNI1	BNI1 CAALFM_C112960CA CaO19.12393 CaO19.4927
Q5ALV2	SLA1_CANAL	Actin cytoskeleton-regulatory complex protein SLA1	SLA1 CAALFM_C201640WA CaO19.1474 CaO19.9049
Q5ALX3	SPT5_CANAL	Transcription elongation factor SPT5 (Chromatin elongation factor SPT5)	SPT5 CAALFM_C201480WA CaO19.1453 CaO19.9028
Q5ALY0	CG21_CANAL	G2/mitotic-specific cyclin CLB2	CLB2 CYB1 CAALFM_C201410CA CaO19.1446 CaO19.9021
Q5AME2	ARO1_CANAL	Pentafunctional AROM polypeptide [Includes: 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4); 3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS); Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10); Shikimate dehydrogenase (EC 1.1.1.25)]	ARO1 CAALFM_C400890WA CaO19.12175 CaO19.4704
Q5AMH6	CAS5_CANAL	Cell wall integrity transcriptional regulator CAS5 (Caspofungin sensitivity protein 5)	CAS5 CAALFM_C401190WA CaO19.12140 CaO19.4670
Q5AMQ4	CEGT_CANAL	Ceramide glucosyltransferase (EC 2.4.1.80) (GLCT-1) (Glucosylceramide synthase) (GCS) (UDP-glucose ceramide glucosyltransferase) (UDP-glucose:N-acylsphingosine D-glucosyltransferase)	HSX11 CGT1 CAALFM_C402010CA CaO19.12061 CaO19.4592
Q5AMQ6	RFX2_CANAL	RFX-like DNA-binding protein RFX2	RFX2 CAALFM_C402030WA CaO19.12059 CaO19.4590
Q5AMT2	BGL2_CANAL	Glucan 1,3-beta-glucosidase BGL2 (EC 3.2.1.58) (Exo-1,3-beta-glucanase)	BGL2 BGL21 CAALFM_C402250CA CaO19.12034 CaO19.4565
Q5ANA3	CDR1_CANAL	Pleiotropic ABC efflux transporter of multiple drugs CDR1 (Pleiotropic drug resistance protein CDR1)	CDR1 CAALFM_C305220WA CaO19.13421 CaO19.6000
Q5ANC9	ATG9_CANAL	Autophagy-related protein 9	ATG9 CAALFM_C305040CA CaO19.13395 CaO19.5974
Q5ANJ4	TEC1_CANAL	Transcription activator TEC1	TEC1 CAALFM_C304530CA CaO19.13329 CaO19.5908
Q5ANK2	Q5ANK2_CANAL	protein kinase C (EC 2.7.11.13)	PKC1 CAALFM_C304470WA orf19.13322
Q5AP52	FGR41_CANAL	Filamentous growth regulator 41 (GPI-anchored protein 35)	FGR41 PGA35 CAALFM_C110400CA CaO19.12376 CaO19.4910
Q5AP53	CBK1_CANAL	Serine/threonine-protein kinase CBK1 (EC 2.7.11.1) (Cell wall biosynthesis kinase 1)	CBK1 CAALFM_C110380CA CaO19.12375 CaO19.4909
Q5AP71	Q5AP71_CANAL	Tpk1p	TPK1 CAALFM_C110220CA orf19.12357
Q5AP80	WOR1_CANAL	White-opaque regulator 1	WOR1 EAP2 TOS9 CAALFM_C110150WA CaO19.12348 CaO19.4884
Q5AP95	SFU1_CANAL	Suppressor of ferric uptake 1	SFU1 CAALFM_C110020WA CaO19.12333 CaO19.4869
Q5AP97	SWE1_CANAL	Mitosis inhibitor protein kinase SWE1 (EC 2.7.11.1) (Wee1 homolog)	SWE1 CAALFM_C110010CA CaO19.12331 CaO19.4867
Q5APC8	DAM1_CANAL	DASH complex subunit DAM1 (Outer kinetochore protein DAM1)	DAM1 CAALFM_C109730WA CaO19.12300 CaO19.4837
Q5APD4	C9MT_CANAL	Sphingolipid C9-methyltransferase (C-9-MT) (EC 2.1.1.317) (Cyclopropane fatty acyl phospholipid synthase homolog 1) (Methyltransferase for sphingolipid 1)	MTS1 CFA1 CAALFM_C109680WA CaO19.12294 CaO19.4831
Q5APR8	CLA4_CANAL	Serine/threonine-protein kinase CLA4 (EC 2.7.11.1)	CLA4 CAALFM_C110210CA CaO19.12355 CaO19.4890
Q5APU2	CPP1_CANAL	Dual specificity protein tyrosine phosphatase CCP1 (EC 3.1.3.48)	CPP1 CAALFM_C110000CA CaO19.12330 CaO19.4866
Q5AQ33	HSF_CANAL	Heat shock transcription factor (HSTF) (Heat shock factor protein) (HSF)	CTA8 HSF1 CAALFM_C109170WA CaO19.12238 CaO19.4775
Q5AQ36	SHO1_CANAL	High osmolarity signaling protein SHO1 (Osmosensor SHO1)	SHO1 SSU81 CAALFM_C109140CA CaO19.12235 CaO19.4772
Q874I4	PYRD_CANAL	Dihydroorotate dehydrogenase (quinone), mitochondrial (DHOD) (DHODase) (DHOdehase) (EC 1.3.5.2) (Dihydroorotate oxidase)	URA9 URA1 CAALFM_C109720WA CaO19.12299 CaO19.4836
Q8TG40	KAD6_CANAL	Adenylate kinase isoenzyme 6 homolog HBR1 (AK6) (EC 2.7.4.3) (Dual activity adenylate kinase/ATPase) (AK/ATPase) (Hemoglobin and proliferation-regulated protein 1) (Hb-regulated protein 1)	HBR1 FAP7 CAALFM_C100340WA CaO19.13495 CaO19.6074
Q8TGH6	GDA1_CANAL	Guanosine-diphosphatase (GDPase) (EC 3.6.1.42)	GDA1 CAALFM_C306120CA CaO19.7394
