Entry	Gene Names	Protein names	Mass
P07259	URA2 YJL130C J0686	Multifunctional protein URA2 (Pyrimidine-specific carbamoyl phosphate synthase-aspartate carbamoyl transferase) (CPSase-ATCase) [Includes: Glutamine-dependent carbamoyl phosphate synthase (EC 6.3.5.5) (Carbamoyl phosphate synthase P) (CPS-P) (CPSase P) (CPSase-ura) (Pyrimidine-specific carbamoyl phosphate synthase); Glutamine amidotransferase (GATase) (GLNase) (EC 3.5.1.2); Ammonium-dependent carbamoyl phosphate synthase (CPS) (CPSase) (EC 6.3.4.16); Aspartate carbamoyltransferase (ATCase) (EC 2.1.3.2) (Aspartate transcarbamylase)]	245041
P07260	CDC33 TIF45 YOL139C	Eukaryotic translation initiation factor 4E (eIF-4E) (eIF4E) (eIF-4F 25 kDa subunit) (mRNA cap-binding protein)	24254
P07261	GCR1 SIT3 YPL075W LPF10W	Glycolytic genes transcriptional activator GCR1	87729
P07263	HTS1 YPR033C YP9367.13C	Histidine--tRNA ligase, mitochondrial (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	59953
P07264	LEU1 YGL009C	3-isopropylmalate dehydratase (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	85794
P07267	PEP4 PHO9 PRA1 YPL154C P2585	Saccharopepsin (EC 3.4.23.25) (Aspartate protease) (PrA) (Proteinase A) (Carboxypeptidase Y-deficient protein 4) (Proteinase YSCA)	44499
P07269	PHO2 BAS2 GRF10 YDL106C D2350	Regulatory protein PHO2 (General regulatory factor 10)	63391
P07270	PHO4 YFR034C	Phosphate system positive regulatory protein PHO4	34089
P07271	PIF1 TST1 YML061C YM9958.01C	ATP-dependent DNA helicase PIF1 (EC 3.6.4.12) (DNA repair and recombination helicase PIF1) (Petite integration frequency protein 1) (Telomere stability protein 1)	97682
P07272	PPR1 YLR014C	Pyrimidine pathway regulatory protein 1	102724
P07273	DST1 PPR2 YGL043W	Transcription elongation factor S-II (DNA strand transfer protein alpha) (STP-alpha) (DNA strand transferase 1) (Pyrimidine pathway regulatory protein 2)	34843
P07274	PFY1 PFY PRF1 YOR122C O3275 YOR3275C	Profilin	13677
P07276	RAD2 YGR258C	DNA repair protein RAD2 (EC 3.1.-.-)	117838
P07277	ERG12 RAR1 YMR208W YM8261.02	Mevalonate kinase (MK) (MvK) (EC 2.7.1.36) (Ergosterol biosynthesis protein 12) (Regulation of autonomous replication protein 1)	48460
P07278	BCY1 REG1 SRA1 YIL033C	cAMP-dependent protein kinase regulatory subunit (cAPK regulatory subunit) (Bypass of cyclase mutations protein 1) (Protein kinase A regulatory subunit) (PKA regulatory subunit)	47219
P07280	RPS19A RP55A RPS16AA YOL121C	Small ribosomal subunit protein eS19A (40S ribosomal protein S19-A) (RP55A) (S16a) (YP45) (YS16A)	15917
P07281	RPS19B RP55B RPS16AB YNL302C N0422	Small ribosomal subunit protein eS19B (40S ribosomal protein S19-B) (RP55B) (S16a) (YS16B)	15891
P07283	SEC53 ALG4 YFL045C	Phosphomannomutase (PMM) (EC 5.4.2.8) (Asparagine-linked glycosylation protein 4)	29063
P07284	SES1 SERS YDR023W YD9813.01	Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser) synthetase)	53310
P07286	ALG7 TUR1 YBR243C YBR1628	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.15) (GlcNAc-1-P transferase) (G1PT) (GPT) (N-acetylglucosamine-1-phosphate transferase) (Tunicamycin resistance protein 1)	50368
P07342	ILV2 SMR1 YMR108W YM9718.07	Acetolactate synthase catalytic subunit, mitochondrial (EC 2.2.1.6) (Acetohydroxy-acid synthase catalytic subunit) (AHAS) (ALS)	74937
P07347	ARD1 YHR013C	N-terminal acetyltransferase A complex catalytic subunit ARD1 (NatA complex subunit ARD1) (EC 2.3.1.255) (Arrest-defective protein 1)	27603
P07560	SEC4 SRO6 YFL005W	Ras-related protein SEC4 (Suppressor of RHO3 protein 6)	23506
P07702	LYS2 YBR115C YBR0910	L-2-aminoadipate reductase (EC 1.2.1.31) (EC 1.2.1.95) (Alpha-aminoadipate reductase) (Alpha-AR) (L-aminoadipate-semialdehyde dehydrogenase)	155346
P07703	RPC40 RPC5 YPR110C P8283.18	DNA-directed RNA polymerases I and III subunit RPAC1 (RNA polymerases I and III subunit AC1) (C37) (DNA-directed RNA polymerases I and III 40 kDa polypeptide) (AC40) (C40)	37687
P07834	CDC4 YFL009W	Cell division control protein 4 (E3 ubiquitin ligase complex SCF subunit CDC4) (F-box protein CDC4)	86090
P07866	LTE1 EIS4 MSI2 YAL024C	Guanine nucleotide exchange factor LTE1 (Low temperature essential protein 1)	163150
P07884	MOD5 YOR274W	tRNA dimethylallyltransferase (DMATase) (EC 2.5.1.75) (Isopentenyl-diphosphate: tRNA isopentenyltransferase) (IPP transferase) (IPPT) (tRNA isopentenyltransferase) (IPTase)	50237
P07991	CAR2 CARGB YLR438W L9753.2	Ornithine aminotransferase (OTAse) (EC 2.6.1.13) (Ornithine--oxo-acid aminotransferase)	46086
P08004	CHS1 YNL192W N1404	Chitin synthase 1 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 1)	129871
P08018	PBS2 HOG4 SFS4 SSK4 YJL128C J0699	MAP kinase kinase PBS2 (EC 2.7.12.2) (Polymyxin B resistance protein 2) (Suppressor of fluoride sensitivity 4)	72720
P08067	RIP1 YEL024W	Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8) (Complex III subunit 5) (Rieske iron-sulfur protein) (RISP) (Ubiquinol-cytochrome c oxidoreductase iron-sulfur subunit)	23365
P08153	SWI5 YDR146C YD8358.03C	Transcriptional factor SWI5	79775
P08417	FUM1 YPL262W	Fumarate hydratase, mitochondrial (Fumarase) (EC 4.2.1.2)	53152
P08425	MSF1 YPR047W YP9499.05	Phenylalanine--tRNA ligase, mitochondrial (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase) (PheRS)	54829
P08432	SPE1 ORD1 YKL184W	Ornithine decarboxylase (ODC) (EC 4.1.1.17)	52285
P08456	CHO1 PSS1 YER026C	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8) (Phosphatidylserine synthase) (PSS)	30805
P08458	SPS1 YDR523C D9719.27	Sporulation-specific protein 1 (EC 2.7.11.1)	55704
P08466	NUC1 YJL208C HRE329 J0310	Mitochondrial nuclease (EC 3.1.30.-)	37210
P08518	RPB2 RPB150 RPO22 YOR151C	DNA-directed RNA polymerase II subunit RPB2 (RNA polymerase II subunit 2) (EC 2.7.7.6) (B150) (DNA-directed RNA polymerase II 140 kDa polypeptide)	138751
P08524	ERG20 BOT3 FDS1 FPP1 YJL167W J0525	Farnesyl pyrophosphate synthase (FPP synthase) (FPS) (EC 2.5.1.10) ((2E,6E)-farnesyl diphosphate synthase) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Farnesyl diphosphate synthase) (Geranyltranstransferase)	40483
P08525	QCR8 YJL166W J0526	Cytochrome b-c1 complex subunit 8, mitochondrial (Complex III subunit 8) (Complex III subunit VII) (Ubiquinol-cytochrome c oxidoreductase subunit 8) (Ubiquinol-cytochrome c reductase complex 11 kDa protein) (Ubiquinone-binding protein QP-C)	10975
P08536	MET3 YJR010W J1436	Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Methionine-requiring protein 3) (Sulfate adenylate transferase) (SAT)	57725
P08539	GPA1 CDC70 DAC1 SCG1 YHR005C	Guanine nucleotide-binding protein alpha-1 subunit (GP1-alpha)	54076
P08566	ARO1 AROM YDR127W YD9302.02	Pentafunctional AROM polypeptide [Includes: 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4); 3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS); Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10); Shikimate dehydrogenase (EC 1.1.1.25)]	174755
P08638	LEU3 YLR451W L9324.1	Regulatory protein LEU3	100153
P08640	FLO11 MAL5 MUC1 S1 S2 YIR019C	Flocculation protein FLO11 (Flo11p) (Flocculin-11) (Mucin-like protein 1)	136111
P08678	CYR1 CDC35 HSR1 SRA4 YJL005W J1401	Adenylate cyclase (EC 4.6.1.1) (ATP pyrophosphate-lyase) (Adenylyl cyclase)	227834
P08679	CIT2 YCR005C YCR043 YCR5C	Citrate synthase, peroxisomal (EC 2.3.3.16)	51413
P08964	MYO1 YHR023W	Myosin-1 (Type II myosin)	223636
P09032	GCD1 TIF223 TRA3 YOR260W	Translation initiation factor eIF2B subunit gamma (GCD complex subunit GCD1) (Guanine nucleotide exchange factor subunit GCD1) (eIF2B GDP-GTP exchange factor subunit gamma)	65700
P09064	SUI3 TIF212 YPL237W	Eukaryotic translation initiation factor 2 subunit beta (eIF2-beta)	31574
P09119	CDC6 YJL194W J0347	Cell division control protein 6	58037
P09201	FBP1 YLR377C L8039.18	Fructose-1,6-bisphosphatase (FBPase) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase)	38263
P09232	PRB1 YEL060C	Cerevisin (EC 3.4.21.48) (Proteinase YSCB) (Vacuolar protease B) (PrB)	69621
P09440	MIS1 YBR084W YBR0751	C-1-tetrahydrofolate synthase, mitochondrial (C1-THF synthase) [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9); Formyltetrahydrofolate synthetase (EC 6.3.4.3)]	106217
P09547	SWI1 ADR6 GAM3 YPL016W LPA1	SWI/SNF chromatin-remodeling complex subunit SWI1 (Regulatory protein GAM3) (SWI/SNF complex subunit SWI1) (Transcription regulatory protein ADR6) (Transcription regulatory protein SWI1)	147938
P09620	KEX1 YGL203C	Pheromone-processing carboxypeptidase KEX1 (EC 3.4.16.6) (Carboxypeptidase D) (Killer expression defective protein 1)	82245
P09624	LPD1 DHLP1 YFL018C	Dihydrolipoyl dehydrogenase, mitochondrial (DLD) (EC 1.8.1.4) (2-oxoglutarate dehydrogenase complex component E3) (OGDC-E3) (OGDHC subunit E3) (Alpha-ketoglutarate dehydrogenase complex subunit E3) (alpha-KGDHC subunit E3) (Dihydrolipoamide dehydrogenase) (Dihydrolipoamide:NAD(+) oxidoreductase) (Glycine decarboxylase complex subunit L) (GDC subunit L) (Lipoamide dehydrogenase component of pyruvate dehydrogenase complex) (Pyruvate dehydrogenase complex E3 component) (PDC subunit E3) (PDH complex subunit E3)	54010
P09733	TUB1 YML085C	Tubulin alpha-1 chain (EC 3.6.5.-)	49800
P09734	TUB3 YML124C YM7056.02C	Tubulin alpha-3 chain (EC 3.6.5.-)	49694
P09798	CDC16 YKL022C	Anaphase-promoting complex subunit CDC16 (Cell division control protein 16)	94992
P09880	TRL1 RLG1 YJL087C J0927	tRNA ligase (EC 6.5.1.3)	95337
P09938	RNR2 CRT6 YJL026W J1271	Ribonucleoside-diphosphate reductase small chain 1 (EC 1.17.4.1) (Ribonucleotide reductase R2 subunit 1) (Ribonucleotide reductase small subunit 1)	46147
P09950	HEM1 CYD1 YDR232W YD9934.16	5-aminolevulinate synthase, mitochondrial (EC 2.3.1.37) (5-aminolevulinic acid synthase) (Delta-ALA synthase) (Delta-aminolevulinate synthase)	59362
P09959	SWI6 YLR182W L9470.8	Regulatory protein SWI6 (Cell-cycle box factor subunit SWI6) (MBF subunit P90) (Trans-acting activator of HO endonuclease gene)	90560
P0C0T4	RPS25B RPS31 RPS31B YLR333C L8300.10	Small ribosomal subunit protein eS25B (40S ribosomal protein S25-B) (RP45) (S31) (YS23)	12009
P0C0V8	RPS21A RPS25 RPS25A RPS26A YKR057W	Small ribosomal subunit protein eS21A (40S ribosomal protein S21-A) (S26) (YS25)	9746
P0C0W9	RPL11A RP39A RPL16A YPR102C P8283.14	Large ribosomal subunit protein uL5A (60S ribosomal protein L11-A) (L16) (RP39) (YL22)	19720
P0C0X0	RPS28B RPS33B YLR264W L8479.5	Small ribosomal subunit protein eS28B (40S ribosomal protein S28-B) (S33) (YS27)	7565
P0C2I2	TY1B-DR5 YDRWTy1-4 POL YDR316W-B D9740.1	Transposon Ty1-DR5 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	198527
P0C2I3	TY1B-DR6 YDRWTy1-5 POL YDR365W-B D9481.12	Transposon Ty1-DR6 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	198659
P0C2I5	TY1B-LR2 YLRCTy1-2 POL YLR157C-B L9632.7	Transposon Ty1-LR2 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	198545
P0C2I6	TY1B-LR3 YLRWTy1-3 POL YLR227W-B L8083.11	Transposon Ty1-LR3 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	198405
P0C2I7	TY1B-LR4 YLRWTy1-4 POL YLR256W-B/YLR256W-C	Transposon Ty1-LR4 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	198656
P0C2I9	TY1B-PR1 YPRCTy1-2 POL YPR137C-B P9659.6c	Transposon Ty1-PR1 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	198568
P0C2J0	TY1B-PR2 YPRWTy1-3 POL YPR158W-B P9584.3c	Transposon Ty1-PR2 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	198639
P0C2J1	TY1B-PR3 YPRCTy1-4 POL YPR158C-D P9584.3	Transposon Ty1-PR3 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	198374
P0C2J3	TY2B-LR1 YLRWTy2-1 POL YLR410W-B L9931.7b	Transposon Ty2-LR1 Gag-Pol polyprotein (TY2A-TY2B) (Transposon Ty2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA); Ty2 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]	202122
P0C2J5	TY2B-LR2 YLRCTy2-2 POL YLR424C-A L9576.6c	Transposon Ty2-LR2 Gag-Pol polyprotein (TY2A-TY2B) (Transposon Ty2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA); Ty2 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]	182564
P0C2J7	TY4B-H YHLWTy4-1 POL YHL009W-B YHL008W-A	Transposon Ty4-H Gag-Pol polyprotein (TY4A-TY4B) (Transposon Ty4 TYA-TYB polyprotein) [Includes: Capsid protein (CA); Ty4 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]	207970
P0C5R9	YPR170W-B	V-type proton ATPase subunit f (V-ATPase subunit f)	9361
P0CD91	AQY1 AQY1-2 YPR192W P9677.5	Aquaporin-1	32713
P0CE41	HAP1 CYP1 YLR256W L9672.1	Heme-responsive zinc finger transcription factor HAP1 (CYP1 activatory protein) (Heme activator protein 1)	166108
P0CG63	UBI4 SCD2 YLL039C	Polyubiquitin [Cleaved into: Ubiquitin]	42826
P0CH08	RPL40A UBI1 YIL148W	Ubiquitin-ribosomal protein eL40A fusion protein [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40A (60S ribosomal protein L40-A) (CEP52)]	14554
P0CH09	RPL40B UBI2 YKR094C	Ubiquitin-ribosomal protein eL40B fusion protein [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40B (60S ribosomal protein L40-B) (CEP52)]	14554
P0CS90	SSC1 ENS1 YJR045C J1639	Import motor subunit, mitochondrial (EC 3.6.4.10) (Endonuclease SceI 75 kDa subunit) (Endo.SceI 75 kDa subunit) (mtHSP70)	70628
P0CT04	PBI2 YNL015W N2844	Protease B inhibitor 2 (Proteinase inhibitor I(B)2)	8590
P0CX27	RPL42A RPL41A SCL41A YNL162W N1722	Large ribosomal subunit protein eL42A (60S ribosomal protein L42-A) (L41) (YL27) (YP44)	12212
P0CX28	RPL42B MAK18 RPL41B SCL41B YHR141C	Large ribosomal subunit protein eL42B (60S ribosomal protein L42-B) (L41) (Maintenance of killer protein 18) (YL27) (YP44)	12212
P0CX29	RPS23A RPS28A YGR118W G6178	Small ribosomal subunit protein uS12A (40S ribosomal protein S23-A) (RP37) (S28) (YS14)	16038
P0CX30	RPS23B RPS28B YPR132W P9659.9	Small ribosomal subunit protein uS12B (40S ribosomal protein S23-B) (RP37) (S28) (YS14)	16038
P0CX31	RPS24A RPS24EA YER074W	Small ribosomal subunit protein eS24A (40S ribosomal protein S24-A) (RP50)	15329
P0CX32	RPS24B RPS24EB YIL069C	Small ribosomal subunit protein eS24B (40S ribosomal protein S24-B) (RP50)	15329
P0CX35	RPS4A RPS7B YJR145C J2186	Small ribosomal subunit protein eS4A (40S ribosomal protein S4-A) (RP5) (S7) (YS6)	29410
P0CX36	RPS4B RPS7A YHR203C	Small ribosomal subunit protein eS4B (40S ribosomal protein S4-B) (RP5) (S7) (YS6)	29410
P0CX37	RPS6A RPS101 RPS10B YPL090C LPG18C	Small ribosomal subunit protein eS6A (40S ribosomal protein S6-A) (RP9) (S10) (YS4)	26996
P0CX38	RPS6B RPS102 RPS10A YBR181C YBR1244	Small ribosomal subunit protein eS6B (40S ribosomal protein S6-B) (RP9) (S10) (YS4)	26996
P0CX41	RPL23A RPL17A RPL17AA YBL087C YBL0713	Large ribosomal subunit protein uL14A (60S ribosomal protein L23-A) (L17a) (YL32)	14473
P0CX42	RPL23B RPL17AB RPL17B YER117W	Large ribosomal subunit protein uL14B (60S ribosomal protein L23-B) (L17a) (YL32)	14473
P0CX43	RPL1A SSM1 SSM1A YPL220W	Large ribosomal subunit protein uL1A (60S ribosomal protein L1-A) (L10a)	24486
P0CX44	RPL1B SSM1B SSM2 YGL135W G2834	Large ribosomal subunit protein uL1B (60S ribosomal protein L1-B) (L10a)	24486
P0CX45	RPL2A RPL5B YFR031C-A YFR031BC	Large ribosomal subunit protein uL2A (60S ribosomal protein L2-A) (L5) (RP8) (YL6)	27408
P0CX46	RPL2B RPL5A YIL018W	Large ribosomal subunit protein uL2B (60S ribosomal protein L2-B) (L5) (RP8) (YL6)	27408
P0CX47	RPS11A RPS18A YDR025W YD9813.03	Small ribosomal subunit protein uS17A (40S ribosomal protein S11-A) (RP41) (S18) (YS12)	17749
P0CX48	RPS11B RPS18B YBR048W YBR0501	Small ribosomal subunit protein uS17B (40S ribosomal protein S11-B) (RP41) (S18) (YS12)	17749
P0CX49	RPL18A RP28A YOL120C	Large ribosomal subunit protein eL18A (60S ribosomal protein L18-A) (RP28)	20563
P0CX50	RPL18B RP28B YNL301C N0425	Large ribosomal subunit protein eL18B (60S ribosomal protein L18-B) (RP28)	20563
P0CX51	RPS16A RP61R YMR143W YM9375.12	Small ribosomal subunit protein uS9A (40S ribosomal protein S16-A) (RP61R)	15847
P0CX53	RPL12A RPL15B YEL054C	Large ribosomal subunit protein uL11A (60S ribosomal protein L12-A) (L15) (YL23)	17823
P0CX54	RPL12B RPL15A YDR418W D9461.7	Large ribosomal subunit protein uL11B (60S ribosomal protein L12-B) (L15) (YL23)	17823
P0CX55	RPS18A YDR450W D9461.35	Small ribosomal subunit protein uS13A (40S ribosomal protein S18-A)	17038
P0CX56	RPS18B YML026C	Small ribosomal subunit protein uS13B (40S ribosomal protein S18-B)	17038
P0CX63	TY2B-F YFLWTy2-1 POL YFL002W-A FN01	Transposon Ty2-F Gag-Pol polyprotein (TY2A-TY2B) (Transposon Ty2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA); Ty2 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]	202039
P0CX64	TY2B-GR2 YGRWTy2-2 POL YGR161W-B G7017	Transposon Ty2-GR2 Gag-Pol polyprotein (TY2A-TY2B) (Transposon Ty2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA); Ty2 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]	202039
P0CX77	ASP3-2 YLR157C L9632.7	L-asparaginase 2-2 (EC 3.5.1.1) (L-asparaginase II) (L-asparagine amidohydrolase II) (ASP II)	38687
P0CX78	ASP3-3 YLR158C L9632.8	L-asparaginase 2-3 (EC 3.5.1.1) (L-asparaginase II) (L-asparagine amidohydrolase II) (ASP II)	38687
P0CX79	ASP3-4 YLR160C L9632.9	L-asparaginase 2-4 (EC 3.5.1.1) (L-asparaginase II) (L-asparagine amidohydrolase II) (ASP II)	38687
P0CX80	CUP1-1 MTH1 YHR053C	Copper metallothionein 1-1 (Cu-MT) (Cu-metallothionein) (Copper chelatin) (Copper thionein)	6650
P0CX81	CUP1-2 MTH1 YHR055C	Copper metallothionein 1-2 (Cu-MT) (Cu-metallothionein) (Copper chelatin) (Copper thionein)	6650
P0CX82	RPL19A RPL23A YL14A YBR084C-A YBR084BC	Large ribosomal subunit protein eL19A (60S ribosomal protein L19-A) (L23) (RP15L) (RP33) (YL14)	21704
P0CX83	RPL19B RPL23B YL14B YBL027W YBL0424	Large ribosomal subunit protein eL19 (60S ribosomal protein L19-B) (L23) (RP15L) (RP33) (YL14)	21704
P0CX84	RPL35A SOS1 YDL191W D1249	Large ribosomal subunit protein uL29A (60S ribosomal protein L35-A)	13910
P0CX85	RPL35B SOS2 YDL136W D2170	Large ribosomal subunit protein uL29B (60S ribosomal protein L35-B)	13910
P0CY06	MATALPHA1 ALPHA-1 MAT1A MATAL1 YCR040W YCR40W	Mating-type protein ALPHA1 (MATalpha1 protein) (Alpha-1 activator)	20413
P0CY08	MATALPHA2 ALPHA-2 MAT2A MATAL2 YCR039C YCR39C	Mating-type protein ALPHA2 (MATalpha2 protein) (Alpha-2 repressor)	24282
P0CZ17	ASP3-1 YLR155C L9632.6	L-asparaginase 2-1 (EC 3.5.1.1) (L-asparaginase II) (L-asparagine amidohydrolase II) (ASP II)	38687
P10080	SBP1 SSB1 SSBR1 YHL034C	Single-stranded nucleic acid-binding protein	32990
P10081	TIF1 TIF41A YKR059W; TIF2 TIF41B YJL138C J0660	ATP-dependent RNA helicase eIF4A (EC 3.6.4.13) (Eukaryotic initiation factor 4A) (eIF-4A) (Stimulator factor I 37 kDa component) (Translation initiation factor 1/2) (p37)	44697
P10127	ADH4 ZRG5 YGL256W NRC465	Alcohol dehydrogenase 4 (EC 1.1.1.1) (Alcohol dehydrogenase IV) (ADHIV)	41142
P10174	COX7 YMR256C YM9920.10C	Cytochrome c oxidase subunit 7, mitochondrial (Cytochrome c oxidase polypeptide VII)	6932
