Accession	Gene Names	Entry	Protein names	Mass
OG6_112794	C103280WA	Q5AI30	Small ribosomal subunit protein mS35 (37S ribosomal protein S24, mitochondrial)	35822
OG6_104616	C103290WA	Q5AI28	Histone acetyltransferase	70711
OG6_100777	C103300CA	A0A1D8PCY8	mitochondrial processing peptidase (EC 3.4.24.64) (Beta-MPP)	51117
OG6_102754	C103310WA	A0A1D8PCZ5	Uncharacterized protein	43043
OG6_102025	C103320CA	Q5AI24	3-hydroxyisobutyryl-CoA hydrolase (EC 3.1.2.4)	56213
OG6_103112	C103330CA	Q5AI22	Autophagy-related protein 21	60019
OG6_106907	C103340CA	Q5AI21	Translocation protein SEC62	33286
OG6_101314	C103350CA	Q5AI20	Fe-S cluster-binding ribosome biosynthesis protein	69546
OG6_102222	C103360WA	A0A1D8PCZ6	Chromatin-remodeling ATPase	161731
OG6_100425	C103370WA	Q5AI15	Polyadenylate-binding protein, cytoplasmic and nuclear (PABP) (Poly(A)-binding protein) (Polyadenylate tail-binding protein)	70418
OG6_100616	C103380WA	Q5AI14	Trehalose-phosphatase	100407
OG6_100540	C103390WA	A0A1D8PD05	Medium-chain fatty acid ethyl ester synthase/esterase	48061
OG6_500046	C103400WA	A0A1D8PCZ8	Arrestin C-terminal-like domain-containing protein	72887
OG6r21_108052	C103410WA	A0A1D8PD04	Uncharacterized protein	32089
OG6_108836	C103430WA	Q5AI09	Triglyceride lipase	40208
OG6_118274	C103440CA	Q5AI07	Aldehyde dehydrogenase domain-containing protein	52200
OG6_114861	C103450CA	A0A1D8PD21	Uncharacterized protein	138532
OG6r21_101516	C103460CA	A0A1D8PD17	TEA domain-containing protein	110430
OG6_100860	C103470CA	A0A1D8PD13	non-specific serine/threonine protein kinase (EC 2.7.11.1)	53315
OG6_101039	C103480CA	A0A1D8PD25	ADP-ribosylation factor GTPase-activating protein	111196
OG6_101954	C103490WA	Q5AI01	TLC domain-containing protein	33565
OG6_101123	C103500WA	Q5AI00	Rab family GTPase	23019
OG6_165199	C103510CA	A0A1D8PD11	Uncharacterized protein	20309
OG6_101680	C103520WA	A0A1D8PD15	Proteasome regulatory particle lid subunit	54909
OG6_137788	C103530WA	Q5AHZ7	Mediator of RNA polymerase II transcription subunit 17 (Mediator complex subunit 17)	65595
OG6_222604	C103540CA	A0A1D8PD24	Protein ILM1	15661
OG6_102655	C103550CA	Q5AHZ4	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial (EC 1.14.13.-)	53277
OG6_101024	C103560CA	Q5AHZ3	Transcription initiation factor IIB (General transcription factor TFIIB)	37908
OG6r21_167611	C103580WA	A0A1D8PD19	Uncharacterized protein	3649
OG6_103527	C103600WA	Q5AHZ2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit delta (Oligosaccharyl transferase subunit delta)	30905
OG6_100609	C103610CA	Q5AHZ1	Mitochondrial inner membrane protease subunit (EC 3.4.21.-)	20587
OG6_100322	C103620CA	P0CU35	Small ribosomal subunit protein uS8B (40S ribosomal protein S22-B)	14783
OG6_104423	C103630WA	A0A1D8PD23	TEL2-interacting protein 1	134596
OG6_104378	C103640CA	Q5AHY9	DNA polymerase epsilon noncatalytic subunit	26036
OG6_102880	C103650CA	Q5AHY8	Mitochondrial 54S ribosomal protein YmL27	19308
OG6r21_104642	C103660WA	A0A1D8PD34	Uncharacterized protein	8886
OG6_100720	C103670CA	A0A1D8PD33	Dao1p	40223
OG6_105573	C103680WA	Q5AIR7	Glucan endo-1,3-beta-D-glucosidase 1 (Endo-1,3-beta-glucanase 1) (EC 3.2.1.39) (Daughter specific expression protein 4) (Laminarinase)	124051
OG6_102404	C103690WA	A0A1D8PD30	PDZ GRASP-type domain-containing protein	38745
OG6_161859	C103710CA	A0A1D8PD52	Msb1p	144171
OG6_100952	C103720CA	A0A1D8PD32	Fe2OG dioxygenase domain-containing protein	68870
OG6_100239	C103730CA	A0A1D8PD38	alpha-1,2-Mannosidase (EC 3.2.1.-)	70208
OG6_153292	C103740WA	Q59VQ8	Transcriptional regulator WAR1 (Weak acid resistance protein 1)	105854
OG6_104240	C103750WA	A0A1D8PD35	Cytochrome b5 heme-binding domain-containing protein	21201
OG6_110525	C103760CA	A0A1D8PD47	Cystathionine gamma-synthase	67157
OG6_500837	C103770WA	Q59VR1	Transcriptional regulator SKO1	61987
OG6_101762	C103780CA	A0A1D8PD39	3-hydroxy-3-methylglutaryl-coenzyme A reductase 1 (HMG-CoA reductase 1) (EC 1.1.1.34)	116476
OG6_104296	C103790CA	Q59VR3	FK506-binding protein 3 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rotamase)	47668
OG6_102854	C103800WA	A0A1D8PD31	RNA-binding RNA processing protein	34602
OG6_136807	C103810CA	A0A1D8PD64	Elongin-A	43978
OG6_102382	C103820WA	A0A1D8PD50	Phosphatidylinositol transporter	42430
OG6_101821	C103830CA	A0A1D8PD51	Exosome non-catalytic core subunit	35725
OG6r21_103535	C103840WA	A0A1D8PD42	Uncharacterized protein	10189
OG6r21_110846	C103860CA	A0A1D8PD43	Bni4p	182399
OG6_101873	C103870CA	A0A1D8PD58	Globin domain-containing protein	63287
OG6_127549	C103880CA	A0A1D8PD45	Secreted protein	14228
OG6_127524	C103890WA	A0A1D8PD48	Cell wall mannoprotein PIR1-like C-terminal domain-containing protein	41245
OG6_137696	C103900WA	A0A1D8PD63	Sen15p	19615
OG6_115946	C103910CA	A0A1D8PD40	Defect at low temperature protein 1	79266
OG6_100625	C103920CA	Q59QL0	Palmitoyltransferase ERF2 (EC 2.3.1.225) (DHHC cysteine-rich domain-containing protein ERF2) (Ras protein acyltransferase)	59318
OG6r21_103121	C103930WA	A0A1D8PD60	Uncharacterized protein	58162
OG6_103841	C103940WA	A0A1D8PD61	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit	18287
OG6_103094	C103950CA	A0A1D8PD49	PCI domain-containing protein	20314
OG6_193892	C103960CA	A0A1D8PD53	FHA domain-containing protein	98076
OG6_119785	C103980WA	Q59QH6	DASH complex subunit SPC19 (Outer kinetochore protein SPC19)	20454
OG6_105888	C103990WA	A0A1D8PD55	AN1-type domain-containing protein	34325
OG6_129979	C104000CA	Q59QH4	Mannosyltransferase	56713
OG6_101126	C104010CA	A0A1D8PD74	NADP-dependent oxidoreductase domain-containing protein	39160
OG6_101126	C104020CA	Q59QH2	Csh1p	38274
OG6_101912	C104030WA	A0A1D8PD81	Aspartate--tRNA ligase	79783
OG6_103394	C104040CA	Q59QH0	Nucleolar protein 9 (Pumilio domain-containing protein NOP9)	83387
OG6r21_107058	C104050CA	Q59QG8	Mating pheromone alpha	15495
OG6_100952	C104060WA	A0A1D8PD62	Ifi3p	68670
OG6_102100	C104070CA	A0A1D8PD57	Geranylgeranyl transferase type-2 subunit alpha (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit alpha)	44079
OG6_103574	C104080WA	Q59VQ3	Spindle assembly checkpoint component MAD2	24540
OG6_101562	C104090CA	A0A1D8PD68	Cyclin-like domain-containing protein	57059
OG6_101484	C104100CA	P83781	Mitochondrial outer membrane protein porin (Cytoplasmic antigenic protein 4)	29767
OG6_108921	C104110WA	A0A1D8PD80	Lysophosphatidic acid acyltransferase	34866
OG6_102431	C104120CA	Q59VP9	U2 snRNP complex subunit	42001
OG6_102525	C104130WA	Q59VP7	Ribosome biogenesis protein ERB1 (Eukaryotic ribosome biogenesis protein 1)	97380
OG6_101126	C104140WA	A0A1D8PD78	Ifd6p	39233
OG6_104650	C104150CA	Q59VP4	Nudix hydrolase domain-containing protein	22397
OG6_132750	C104160CA	A0A1D8PD75	ADP-ribose 1''-phosphate phosphatase	35211
OG6_100077	C104170CA	Q59VP2	Histone H2A.2	13824
OG6_100082	C104180WA	Q59VP1	Histone H2B.2	14103
OG6_111877	C104190CA	Q59VP0	GPI inositol-deacylase (EC 3.1.-.-)	44366
OG6_104324	C104200CA	A0A1D8PD79	Nucleoporin	30537
OG6_104146	C104210CA	A0A1D8PD83	Septin	49060
OG6_102775	C104220CA	Q59VN7	CinA C-terminal domain-containing protein	20443
OG6_102724	C104230WA	A0A1D8PDB0	Proteasome regulatory particle lid subunit	31444
OG6_100120	C104240CA	Q59VN4	Histone H4	11621
OG6_100119	C104260WA	Q59VN2	Histone H3.1/H3.2	15360
OG6_123058	C104270CA	A0A1D8PD86	HRQ family protein 1	47840
OG6_103140	C104280CA	Q59VN0	GPI mannosyltransferase 2 (EC 2.4.1.-) (GPI mannosyltransferase II) (GPI-MT-II) (Glycosylphosphatidylinositol-anchor biosynthesis protein 18)	45611
OG6_100430	C104290CA	Q8NJN3	Acetyl-coenzyme A synthetase 2 (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acyl-activating enzyme 2)	73890
OG6_100083	C104300CA	P46587	Heat shock protein SSA2 (SSA subfamily protein 2)	70071
OG6_111207	C104310CA	Q59VM7	N-acetylglucosamine-induced protein 1 (GlcNAc-Induced Gene)	30127
OG6_101500	C104320WA	Q59VM6	Phosphoglycerate mutase (EC 5.4.2.11)	30639
OG6_158762	C104330WA	Q59VM4	Transcriptional regulator RPN4	60153
OG6_103454	C104340CA	A0A1D8PDB8	PQ-loop repeat-containing protein 1	36806
OG6r21_115509	C104350CA	A0A1D8PD94	Uncharacterized protein	89572
OG6_138465	C104360CA	A0A1D8PD97	ATPase inhibitor, mitochondrial	9597
OG6_101408	C104370CA	Q59KY7	Small ribosomal subunit protein bS18m	22464
OG6_103044	C104380WA	Q59KY8	Serine/threonine-protein phosphatase SIT4 (EC 3.1.3.16)	35899
OG6_102701	C104390CA	A0A1D8PD99	mRNA-binding ribosome biosynthesis protein	84194
OG6_100948	C104400CA	Q59KZ1	Aminopeptidase 2 (EC 3.4.11.-)	104382
OG6_100390	C104410CA	Q59KZ2	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	19855
OG6_100591	C104420CA	Q59KZ3	Uridylate kinase (UK) (EC 2.7.4.14) (ATP:UMP phosphotransferase) (Deoxycytidylate kinase) (CK) (dCMP kinase) (Uridine monophosphate kinase) (UMP kinase) (UMPK)	30812
OG6_108186	C104430CA	A0A1D8PDA0	Sepiapterin reductase family protein	27460
OG6r21_139956	C104440WA	Q59KZ4	Uncharacterized protein	13011
OG6_108186	C104450CA	A0A1D8PDA4	Fma1p	27459
OG6_151171	C104460CA	Q59RC4	Uncharacterized protein	28863
OG6r21_115510	C104470CA	Q59RC2	Uncharacterized protein	19799
OG6_114193	C104480CA	A0A1D8PDA9	Rho family guanine nucleotide exchange factor	158715
OG6_103724	C104490WA	A0A1D8PDB1	Tetratricopeptide SHNi-TPR domain-containing protein	42164
OG6_104865	C104500WA	Q59RB8	Isocitrate lyase	61422
OG6r21_106198	C104510WA	Q59RB7	F-box domain-containing protein	55923
OG6_100334	C104520CA	A0A1D8PDA6	Serine/threonine-protein kinase PHO85	38140
OG6_105442	C104530CA	A0A1D8PDB2	tRNA (uracil-O(2)-)-methyltransferase (EC 2.1.1.211)	59527
OG6_102133	C104540CA	A0A1D8PDC9	Probable vacuolar protein sorting-associated protein 16 homolog	109069
OG6_102390	C104550WA	Q59RB3	Elongin-C	11374
OG6_102297	C104560WA	Q59RB2	Ubiquitin-protein ligase	66308
OG6_143758	C104570CA	A0A1D8PDB7	Chl4p	53204
OG6_106358	C104580CA	Q59RB0	Uncharacterized protein	31622
OG6r21_115273	C104590WA	A0A1D8PDB6	Uncharacterized protein	6804
OG6r21_102256	C104600CA	A0A1D8PDC7	Uncharacterized protein	39273
OG6_100771	C104610WA	A0A1D8PDC4	ATP synthase subunit alpha	58985
OG6r21_103122	C104620WA	A0A1D8PDC2	Uncharacterized protein	65208
OG6_101160	C104630CA	A0A1D8PDD2	Phospholipid-transporting ATPase (EC 7.6.2.1)	130727
OG6_112275	C104640WA	A0A1D8PDD7	Triacylglycerol lipase	73374
OG6_105980	C104650WA	A0A1D8PDB5	Spermidine transporter DUR3	79568
OG6_108968	C104660WA	A0A1D8PDC6	Bifunctional urea carboxylase/allophanate hydrolase	200424
OG6_102175	C104670WA	Q59VF4	Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48)	48355
OG6_112026	C104680WA	A0A1D8PDD1	Lipid-binding protein	34561
OG6r21_110810	C104690CA	A0A1D8PDC0	Rad21/Rec8-like protein N-terminal domain-containing protein	71410
OG6_100685	C104700CA	A0A1D8PDD4	Uncharacterized protein	105017
OG6_116846	C104710CA	Q59VF9	Ribosome assembly protein 3	21939
OG6r21_126901	C104720WA	A0A1D8PDD0	Uncharacterized protein	8303
OG6_101528	C104730CA	Q59VG1	homocitrate synthase (EC 2.3.3.14)	47491
OG6_101126	C104740WA	A0A1D8PDE2	Aldo-keto reductase superfamily protein	39908
OG6_100349	C104750WA	A0A1D8PDC5	Dehydrogenase	43087
OG6_100965	C104760CA	A0A1D8PDF2	Syg1p	115618
OG6_102250	C104770CA	Q59VG6	Delta(7)-sterol 5(6)-desaturase ERG3 (EC 1.14.19.20) (C-5 sterol desaturase ERG3) (Ergosterol Delta(5,6) desaturase erg3) (Ergosterol biosynthesis protein 3) (Sterol-C5-desaturase ERG3)	45419
OG6_102086	C104780CA	A0A1D8PDD9	Protein kinase domain-containing protein	100130
OG6_102337	C104790WA	Q59VH0	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein)	24163
OG6_101180	C104800CA	A0A1D8PDE1	Calcineurin-like phosphoesterase domain-containing protein	80936
OG6r21_101813	C104810WA	A0A1D8PDD8	Tco89p	78297
OG6_102773	C104820CA	Q59VH3	Ribosomal protein	14345
OG6_101348	C104830WA	A0A1D8PDE3	Coatomer subunit gamma	104312
OG6_108284	C104840CA	Q59VH5	MRH domain-containing protein	14005
OG6_112954	C104860WA	A0A1D8PDE5	Dilute domain-containing protein	98020
OG6_114704	C104870WA	Q59VH7	Secreted aspartic protease 7 (ACP 7) (Aspartate protease 7) (EC 3.4.23.24) (Candidapepsin-7)	62526
OG6_104091	C104880CA	Q59VH8	Large ribosomal subunit protein mL54	13811
OG6_100571	C104890WA	A0A1D8PDE8	Obg-like ATPase 1	44327
OG6_105463	C104900WA	Q59VL7	Putative alpha-1,3-mannosyltransferase MNN15 (EC 2.4.1.-)	89653
OG6_108809	C104910CA	A0A1D8PDG0	Methyltransferase type 11 domain-containing protein	36687
OG6_101340	C104930CA	Q59VI2	F-box domain-containing protein	27475
OG6_108986	C104940CA	Q59VI3	Uncharacterized protein	18504
OG6r21_107059	C104950CA	A0A1D8PDF0	Ribonuclease P	162623
OG6_500743	C104960CA	A0A1D8PDG3	SCF ubiquitin ligase complex subunit	76646
OG6_102505	C104970WA	Q59MA9	Clustered mitochondria protein homolog (Protein TIF31 homolog)	155834
OG6_103293	C104980CA	A0A1D8PDG5	Mitochondrial metal transporter	57364
OG6_101418	C104990CA	A0A1D8PDF7	C3H1-type domain-containing protein	43281
OG6_588367	C105000WA	Q59MA6	Beta-mannosyltransferase 2 (EC 2.4.1.-) (Repressed during hyphae development protein 1) (WRY family protein 7)	75813
OG6_100486	C105010CA	A0A1D8PDF5	PAQR-type receptor	37945
OG6_115934	C105020CA	Q59MB6	Amino-acid acetyltransferase, mitochondrial (EC 2.3.1.1) (Arginine-requiring protein 2) (Glutamate N-acetyltransferase) (N-acetylglutamate synthase) (AGS) (NAGS)	66683
OG6_102798	C105030CA	Q59MA3	DNA replication complex GINS protein PSF2	23453
OG6_101473	C105050CA	A0A1D8PDF4	Exosome nuclease subunit	90556
OG6_101830	C105060WA	A0A1D8PDH5	Rei1p	44868
OG6_104308	C105070CA	Q8TGB2	GPI ethanolamine phosphate transferase 2 (EC 2.-.-.-) (Glycosylphosphatidylinositol-anchor biosynthesis protein 7)	100727
OG6_103247	C105080WA	A0A1D8PDH1	Gpt1p	62973
OG6_101418	C105090WA	Q59LX5	Transcriptional regulator of yeast form adherence 2	42029
OG6_109344	C105100WA	A0A1D8PDG2	DUF218 domain-containing protein	31096
OG6_103629	C105110CA	P79023	Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	40291
OG6_102552	C105120WA	Q59LX9	Protein BTN1	48162
OG6_130544	C105140WA	Q59LY1	Biofilm regulator 1	45513
OG6r21_167613	C105150CA	A0A1D8PDG7	Uncharacterized protein	9238
OG6_102253	C105160CA	A0A1D8PDH0	Phosphatidyl synthase	44809
OG6_500684	C105170CA	A0A1D8PDI5	Ubiquitin-binding protein	48018
OG6_103294	C105180CA	A0A1D8PDI3	Uncharacterized protein	9095
OG6_103294	C105190CA	A0A1D8PDI1	Uncharacterized protein	9100
OG6_166270	C105200CA	A0A1D8PDI8	Uncharacterized protein	34141
OG6_499902	C105210CA	A0A1D8PDG9	Uncharacterized protein	44223
OG6_103065	C105220CA	Q5A297	RRM domain-containing protein	16210
OG6_101831	C105230WA	Q5A298	DNA-directed RNA polymerase subunit	22763
OG6_101899	C105240CA	Q5A2A0	Proteasome regulatory particle base subunit	49814
OG6_275813	C105250WA	Q5A299	Uncharacterized protein	20788
OG6_100447	C105260CA	Q5A2A1	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1)	70151
OG6_500647	C105270CA	Q5A2A2	Large ribosomal subunit protein mL67 (Mitochondrial homologous recombination protein 1)	28356
OG6_103122	C105280WA	A0A1D8PDJ2	Golgi pH regulator	65289
OG6_100673	C105290WA	Q5A2A5	glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase)	73714
OG6_100561	C105300CA	Q5A2A7	Metalloendopeptidase	81788
OG6_152865	C105320CA	A0A1D8PDI2	Trafficking protein particle complex II-specific subunit 65 IgD3 domain-containing protein	64791
OG6_137734	C105330CA	A0A1D8PDI0	F-box domain-containing protein	52572
OG6_133412	C105340CA	A0A1D8PDI4	Zcf2p	87108
OG6_100743	C105350WA	Q5A2B1	Rab family GTPase	25257
OG6_101092	C105360CA	Q5A2B2	polynucleotide adenylyltransferase (EC 2.7.7.19)	68963
OG6_108604	C105370CA	A0A1D8PDJ5	Protein kinase	84183
OG6r21_104665	C105380CA	A0A1D8PDJ8	DNA-binding protein	188616
OG6r21_102026	C105390CA	A0A1D8PDK0	Uncharacterized protein	79485
OG6_102939	C105400CA	Q5A2B6	Prokaryotic-type class I peptide chain release factors domain-containing protein	23254
OG6_101112	C105410CA	A0A1D8PDN3	Trp99p	20154
OG6_500118	C105420WA	Q5A2B8	mRNA-decapping enzyme subunit 1	21214
OG6r21_126902	C105430WA	Q5A2B9	Transcription factor SPT20	83963
OG6r21_126903	C105440CA	A0A1D8PDJ0	FHA domain-containing protein	65503
OG6r21_139958	C105450WA	Q5A2C1	Uncharacterized protein	17790
OG6_101923	C105460WA	Q5A2C3	Ubiquitin-binding TORC1 subunit	162678
OG6_101405	C105470WA	A0A1D8PDJ9	Mitochondrial thiamine pyrophosphate carrier 1	39344
OG6r21_104643	C105480CA	Q5A2C5	Uncharacterized protein	42120
OG6_115066	C105490CA	Q5A2C6	MICOS complex subunit	27224
OG6_103043	C105500WA	Q5A2C7	Mitochondrial 37S ribosomal protein RSM22	87358
OG6_100584	C105510CA	A0A1D8PDP4	40S ribosomal protein S27	9123
OG6r21_109248	C105520WA	A0A1D8PDK2	Uncharacterized protein	78765
OG6_500287	C105530CA	A0A1D8PDL0	Ssh1p	55372
OG6r21_102027	C105540CA	A0A1D8PDK1	Uncharacterized protein	38949
OG6_102705	C105560WA	A0A1D8PDK6	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (EC 2.5.1.78)	23099
OG6_101172	C105600WA	A0A1D8PDL5	1,3-beta-glucan synthase (EC 2.4.1.34) (1,3-beta-D-glucan-UDP glucosyltransferase)	182340
OG6_101213	C105610WA	Q5A9Z1	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial (Glu-AdT subunit B) (EC 6.3.5.-)	55741
OG6_113599	C105620CA	Q5A9Z4	Ste3p	47988
OG6_102877	C105630CA	A0A1D8PDL7	Importin N-terminal domain-containing protein	122200
OG6_101114	C105640CA	Q5A9Z6	ATP-dependent RNA helicase FAL1 (EC 3.6.4.13)	45555
OG6_222558	C105650WA	Q5A9Z7	Uridine kinase	28511
OG6_102040	C105660CA	A0A1D8PDK7	Uncharacterized protein	161747
OG6_103356	C105670WA	Q5AA00	Peptide hydrolase (EC 3.4.-.-)	47466
OG6_101436	C105680CA	Q5AA01	Single-stranded DNA-binding protein	16218
OG6r21_110812	C105690CA	Q5AA03	Uncharacterized protein	27874
OG6_100707	C105700WA	P0C075	Autophagy-related protein 8 (Autophagy-related ubiquitin-like modifier ATG8)	15643
OG6_103247	C105710CA	A0A1D8PDL9	Uga4p	61369
OG6_100755	C105720WA	A0A1D8PDL6	Large ribosomal subunit protein uL30 (60S ribosomal protein L7-A)	27399
OG6_100282	C105740CA	A0A1D8PDN0	Monopolar spindle protein 2	45372
OG6_130274	C105750CA	A0A1D8PDM2	Protein ECM5	194224
OG6r21_101132	C105760CA	Q5AA09	Predicted GPI-anchored protein 26	13509
OG6_100109	C105770CA	A0A1D8PDM9	Carboxypeptidase (EC 3.4.16.-)	61945
OG6_112445	C105780WA	Q5AA11	RFX-type winged-helix domain-containing protein	71867
OG6r21_104644	C105790WA	A0A1D8PDP5	Uncharacterized protein	7829
OG6_102106	C105800CA	Q5AA12	Replication termination factor 2	26299
OG6_101532	C105810WA	Q5AA13	Gim5p	17665
OG6_102832	C105820CA	Q5AA15	Rad10p	37218
OG6_101540	C105830WA	A0A1D8PDM3	Methyltransferase type 11 domain-containing protein	36179
OG6_101243	C105840WA	A0A1D8PDN9	Prn1p	38457
OG6r21_104033	C105850WA	A0A1D8PDM8	DNA polymerase delta subunit 3	45981
OG6_101243	C105860WA	Q5AA21	Prn2p	37820
OG6_101243	C105870WA	A0A1D8PDP2	Prn3p	35952
OG6_101243	C105880WA	Q5AA23	Prn4p	37038
OG6r21_100711	C105890WA	A0A1D8PDR3	Opaque-phase-specific protein OP4	37039
OG6_230682	C105900WA	A0A1D8PDN5	Uncharacterized protein	104796
OG6_115574	C105910WA	Q5AA26	Protein SIP5	57246
OG6r21_101814	C105920WA	A0A1D8PDN4	Uncharacterized protein	79783
OG6_100503	C105930CA	A0A1D8PDN2	Glutamine amidotransferase subunit	126965
OG6_105067	C105940WA	A0A1D8PDP9	SPX domain-containing inorganic phosphate transporter	113016
OG6r21_102028	C105950CA	A0A1D8PDN8	Uncharacterized protein	45139
OG6r21_101815	C105960WA	Q5AA33	Predicted GPI-anchored protein 45	49049
OG6r21_139959	C105970WA	A0A1D8PDQ8	Uncharacterized protein	61390
OG6_101496	C105980WA	Q5AA37	Phosphatidylinositol 4-kinase (EC 2.7.1.67)	80368
OG6_102045	C105990CA	Q5AA38	2-dehydropantoate 2-reductase	40082
OG6_120944	C106000WA	A0A1D8PDP0	Amino acid permease/ SLC12A domain-containing protein	59955
OG6_113009	C106010WA	Q5AA40	Chitin synthase export chaperone	34709
OG6_113547	C106020WA	A0A1D8PDP3	Rgd1p	74886
OG6_152881	C106030CA	Q5AA42	BOD1/SHG1 domain-containing protein	27679
OG6_101788	C106040WA	A0A1D8PDR1	Cullin	99567
OG6_115933	C106050CA	A0A1D8PDP8	Cytochrome b-c1 complex subunit 10, mitochondrial (Complex III subunit 10)	8663
OG6_100820	C106060CA	A0A1D8PDT0	Acyl carrier protein	16128
OG6_101451	C106070WA	Q5AA46	Mitochondrial 37S ribosomal protein MRPS12	20141
OG6_102851	C106080CA	Q5AA47	Arp2/3 complex 34 kDa subunit	40522
OG6_100556	C106090CA	A0A1D8PDS9	non-specific serine/threonine protein kinase (EC 2.7.11.1)	99874
OG6_100680	C106100CA	Q96VB9	Heat shock protein homolog SSE1 (Chaperone protein MSI3)	78525
OG6_101880	C106110CA	Q5AA50	Nuclear protein localization protein 4	67354
OG6r21_110814	C106120CA	A0A1D8PDQ2	Uncharacterized protein	23928
OG6_153335	C106130CA	A0A1D8PDR2	Transcription factor	41528
OG6r21_139961	C106150WA	A0A1D8PDS4	F-box domain-containing protein	27665
OG6_102107	C106160WA	Q5AA55	Uncharacterized protein	51883
OG6_115022	C106180WA	A0A1D8PDT5	Tlo34p	37443
OG6r21_139962	C106190CA	A0A1D8PDS8	Uncharacterized protein	21938
OG6_113166	C106200WA	A0A1D8PDQ5	Uncharacterized protein	66851
OG6_102185	C106210WA	Q59MC6	pyridoxal kinase (EC 2.7.1.35)	39685
OG6r21_126904	C106220CA	A0A1D8PDR0	Uncharacterized protein	52941
OG6_111233	C106230CA	Q59MC8	Mitochondrial distribution and morphology protein 34	70239
OG6r21_139963	C106250WA	A0A1D8PDQ9	SWIM-type domain-containing protein	86258
OG6r21_139964	C106260WA	Q59MD0	Probable cell wall protein PGA50 (Predicted GPI-anchored protein 50)	33997
OG6_100323	C106270WA	A0A1D8PDS7	Calcium permeable stress-gated cation channel 1	105547
OG6_106185	C106280CA	Q59MD2	Transcriptional regulatory protein UME6	91749
OG6_114264	C106320WA	A0A1D8PDU5	Uncharacterized protein	88652
OG6_116096	C106340WA	A0A1D8PDT7	SH3 domain-containing protein	124765
OG6r21_126905	C106350WA	Q5AAN5	Uncharacterized protein	97121
OG6_101790	C106360WA	Q5AAN6	Serine/threonine protein kinase	64306
OG6r21_115511	C106370CA	Q5AAN7	Pbr1p	19640
OG6r21_108054	C106380CA	Q5AAN8	Uncharacterized protein	11846
OG6_101218	C106390WA	A0A1D8PDR9	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	29385
