Entry	Gene Names	Protein names	Mass
Q59VH7	SAP7 CAALFM_C104870WA CaO19.756 CaO19.8376	Secreted aspartic protease 7 (ACP 7) (Aspartate protease 7) (EC 3.4.23.24) (Candidapepsin-7)	62526
Q59VQ3	MAD2 CAALFM_C104080WA CaO19.1040 CaO19.8642	Spindle assembly checkpoint component MAD2	24540
Q59VQ8	WAR1 CAALFM_C103740WA CaO19.1035 CaO19.8637	Transcriptional regulator WAR1 (Weak acid resistance protein 1)	105854
Q59VR1	SKO1 CAALFM_C103770WA CaO19.1032 CaO19.8634	Transcriptional regulator SKO1	61987
Q59VX8	SEP7 SHS1 CAALFM_C102230WA CaO19.11164 CaO19.3680	Septation protein 7 (Seventh homolog of septin 1)	75795
Q59W33	GPD2 orf19.691 CAALFM_C602010CA	Glycerol-3-phosphate dehydrogenase [NAD(+)] 2 (EC 1.1.1.8)	40801
Q59W62	GIN4 CAALFM_C111400CA CaO19.663 CaO19.8280	Serine/threonine-protein kinase GIN4 (EC 2.7.11.1) (Growth inhibitory protein 4)	152951
Q59WF4	MNN2 MNN25 MNN5 CAALFM_C110720CA CaO19.2347 CaO19.9883	Alpha-1,2-mannosyltransferase MNN2 (EC 2.4.1.-)	69165
Q59WG3	CDC48 CAALFM_C110790WA orf19.9876	AAA family ATPase	90991
Q59WG7	BIG1 CAALFM_C110830WA CaO19.2334 CaO19.9870	Protein BIG1	38099
Q59WH0	ADA2 CAALFM_C110860CA CaO19.2331 CaO19.9867	Transcriptional adapter 2	51110
Q59WI0	CAALFM_C110950CA orf19.9856	Serine/threonine-protein kinase RIO1 (EC 2.7.11.1)	57227
Q59X23	PMT4 CAALFM_C206100WA CaO19.11590 CaO19.4109	Dolichyl-phosphate-mannose--protein mannosyltransferase 4 (Protein mannosyltransferase 4) (EC 2.4.1.109)	86658
Q59X49	DDR48 DDR99 CAALFM_C209220WA CaO19.11563 CaO19.4082	Stress protein DDR48 (DNA damage-responsive protein 48) (DDRP 48)	22615
Q59X67	EFG1 CAALFM_CR07890WA CaO19.610 CaO19.8243	Enhanced filamentous growth protein 1	59612
Q59XU5	RAS1 CAALFM_C210210CA CaO19.1760 CaO19.9329	Ras-like protein 1 (Ras homolog type B)	32452
Q59XX2	MP65 CMP65 SCW1 SCW10 CAALFM_C210030CA CaO19.1779 CaO19.9345	Cell surface mannoprotein MP65 (EC 3.2.1.-) (Mannoprotein of 65 kDa) (Soluble cell wall protein 10)	39264
Q59Y21	RSP5 CAALFM_C208500WA orf19.11111	E3 ubiquitin-protein ligase (EC 2.3.2.26)	93434
Q59Y31	YWP1 FLO1 PGA24 TEP1 CAALFM_C208590WA CaO19.11101 CaO19.3618	Yeast-form wall Protein 1 (GPI-anchored protein 24) (Thiol-extractable peptide 1) (flocculation protein 1)	54278
Q59Y37	PST2 CAALFM_C208640CA orf19.11095	NAD(P)H quinone oxidoreductase PST2 (EC 1.6.5.2) (Flavodoxin-like protein PST2) (FLP PST2)	21728
Q59YF0	SSO2 CAALFM_C209740WA CaO19.1376 CaO19.8956	Protein transport protein SSO2	34308
Q59YH3	CCN1 CLN1 CAALFM_C501680CA CaO19.10719 CaO19.3207	G1/S-specific cyclin CCN1	78370
Q59Z29	AFT2 CAALFM_C207170CA CaO19.2272 CaO19.9812	Iron-regulated transcriptional activator AFT2 (Activator of iron transcription protein 2)	88031
Q59ZG8	DAD2 CAALFM_C205210WA CaO19.3551	DASH complex subunit DAD2 (Outer kinetochore protein DAD2)	14049
Q59ZI9	CKA2 CAALFM_C204980CA orf19.11014	Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1)	38504
Q5A034	MCM2 CAALFM_CR03830CA orf19.11832	DNA replication licensing factor MCM2 (EC 3.6.4.12)	101296
Q5A0E5	NRG1 CAALFM_C704230WA CaO19.7150	Transcriptional regulator NRG1	34299
Q5A0W9	CZF1 ZNF1 CAALFM_C406820CA CaO19.10639 CaO19.3127	Zinc cluster transcription factor CZF1	43379
Q5A0X8	CSA2 CRW1 CAALFM_C406920CA CaO19.10629 CaO19.3117	Secreted hemophore CSA2 (Surface antigen protein 2)	15078
Q5A109	UBI3 orf19.3087 CAALFM_C407180WA	Ubiquitin-ribosomal protein eS31 fusion protein [Cleaved into: Ubiquitin; Small ribosomal subunit protein eS31 (40S ribosomal protein S31)]	17268
Q5A1D3	CEK1 ERK1 CAALFM_C406480CA CaO19.10404 CaO19.2886	Extracellular signal-regulated kinase 1 (ERK1) (EC 2.7.11.24) (MAP kinase 1) (MAPK 1)	48536
Q5A1E3	CBF1 CAALFM_C406580WA CaO19.10394 CaO19.2876	Transcriptional regulator CBF1	29153
Q5A1N6	CLN3 CLN2 CAALFM_C501100CA CaO19.1960 CaO19.9515	G1/S-specific cyclin CLN3	53177
Q5A1W9	HST3 CAALFM_C501340WA CaO19.1934 CaO19.9490	NAD-dependent histone deacetylase HST3 (EC 2.3.1.286) (Homologous to SIR2 protein 3) (Regulatory protein SIR2 homolog 3)	55080
Q5A1Z5	ATG13 APG13 CAALFM_CR02910WA CaO19.10367 CaO19.2848	Autophagy-related protein 13	84411
Q5A220	RFG1 ROX1 CAALFM_CR02640WA CaO19.10341 CaO19.2823	Repressor of filamentous growth 1	64967
Q5A287	SFL1 CAALFM_CR05990CA CaO19.454 CaO19.8085	Transcription factor SFL1	90145
Q5A2J7	YVC1 CAALFM_C207730WA CaO19.2209 CaO19.9754	Calcium channel YVC1 (Vacuolar transiant receptor potential (TPR) channel YVC1) (Yeast vacuolar conductance protein 1)	77357
Q5A2Z7	ALS6 ALS97 CAALFM_C306190CA CaO19.7414	Agglutinin-like protein 6 (Adhesin 6)	142767
Q5A310	ISW2 CAALFM_C306310CA CaO19.7401	ISWI chromatin-remodeling complex ATPase ISW2 (EC 3.6.4.-)	123094
Q5A312	ALS7 ALS94 ALS95 ALS96 ALS98 CAALFM_C306320WA CaO19.7400	Agglutinin-like protein 7 (Adhesin 7)	167667
Q5A343	PGA13 CAALFM_CR08510WA CaO19.13778 CaO19.6420	GPI-anchored protein 13	46501
Q5A396	RIO2 CAALFM_CR08100CA orf19.13726	non-specific serine/threonine protein kinase (EC 2.7.11.1)	54396
Q5A3P6	PKH2 PKH1 CAALFM_C112410CA CaO19.12690 CaO19.5224 orf19.5224	Serine/threonine-protein kinase PKH2 (EC 2.7.11.1) (PKB-activating kinase homolog 2)	106555
Q5A3V6	RIB3 CAALFM_C112360CA CaO19.12693 CaO19.5228	3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12)	22658
Q5A446	CFL1 FRE1 CAALFM_C405770CA CaO19.1263 CaO19.8848	Ferric/cupric reductase transmembrane component 1 (EC 1.16.1.9) (Ferric-chelate reductase 1)	84888
Q5A4E3	OCH1 CAALFM_C306090CA CaO19.7391	Initiation-specific alpha-1,6-mannosyltransferase (EC 2.4.1.232) (Outer chain elongation protein 1)	44828
Q5A4F3	AHR1 ZCF37 CAALFM_C306000WA CaO19.7381	Adhesion and hyphal regulator 1 (Zinc finger transcription factor 37)	72353
Q5A4H5	CRZ1 CAALFM_C305780CA CaO19.7359	Transcriptional regulator CRZ1 (Calcineurin-responsive zinc finger protein 1)	81092
Q5A4M8	SUR7 CAALFM_C601720CA CaO19.10917 CaO19.3414	Protein SUR7	29916
Q5A4W7	FAS1 CAALFM_C500190CA orf19.8594	Fatty acid synthase subunit beta (EC 2.3.1.86) [Includes: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9); [Acyl-carrier-protein] acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] malonyltransferase (EC 2.3.1.39); S-acyl fatty acid synthase thioesterase (EC 3.1.2.14)]	227802
Q5A4X5	SKN7 CAALFM_C500240WA CaO19.8586 CaO19.971	Transcription factor SKN7	61058
Q5A506	BUD2 CAALFM_C500490CA CaO19.8555 CaO19.940	GTPase activating protein BUD2 (Bud site selection protein 2)	142287
Q5A599	NIK1 COS1 HIK1 CAALFM_C702800WA CaO19.12648 CaO19.5181	Histidine protein kinase NIK1 (EC 2.7.13.3)	118932
Q5A5Q6	ASH1 CAALFM_C210660WA CaO19.12803 CaO19.5343	Transcriptional regulatory protein ASH1	50418
Q5A5R4	SGS1 CAALFM_C210570WA orf19.12795	DNA 3'-5' helicase (EC 5.6.2.4)	134112
Q5A5U4	RHD3 LDG7 PGA29 CAALFM_C404050CA CaO19.12765 CaO19.5305	Cell wall protein RHD3 (LDG family protein 7) (Predicted GPI-anchored protein 29) (Repressed during hyphae development protein 3)	21474
Q5A649	ATG1 CAALFM_C404450CA CaO19.11322 CaO19.3841	Serine/threonine-protein kinase ATG1 (EC 2.7.11.1) (Autophagy-related protein 1)	92910
Q5A651	SAP10 YPS3 CAALFM_C404470WA CaO19.11320 CaO19.3839	Secreted aspartic protease 10 (ACP 10) (Aspartate protease 10) (EC 3.4.23.24) (Candidapepsin-10)	49333
Q5A688	PMT6 PMT3 CAALFM_C404780WA CaO19.11283 CaO19.3802	Dolichyl-phosphate-mannose--protein mannosyltransferase 6 (Protein mannosyltransferase 6) (EC 2.4.1.109)	94913
Q5A6B6	PPG1 CAALFM_C405050CA CaO19.11256 CaO19.3774	Serine/threonine-protein phosphatase PP2A-like PPG1 (EC 3.1.3.16)	47040
Q5A6P9	SRV2 CAALFM_CR04190WA orf19.8135	Adenylyl cyclase-associated protein	59605
Q5A6T5	HST7 STE7 CAALFM_CR03900WA CaO19.469 CaO19.8100	Serine/threonine-protein kinase STE7 homolog (EC 2.7.12.2)	65224
Q5A747	OLE1 CAALFM_C108360CA orf19.12583	Acyl-CoA desaturase (EC 1.14.19.1)	55324
Q5A761	CCR4 CAALFM_C108220WA Ca41C10.13c CaO19.12567 CaO19.5101	CCR4-Not complex 3'-5'-exoribonuclease subunit Ccr4 (EC 3.1.13.4) (Carbon catabolite repressor protein 4) (Cytoplasmic deadenylase) (Glucose-repressible alcohol dehydrogenase transcriptional effector)	90325
Q5A762	MLT1 ABC1 BPT1 YCF1 CAALFM_C108210CA CaO19.12566 CaO19.5100	Multiple drug resistance-associated protein-like transporter 1 (MRP-like transporter 1) (Vacuolar multi-drug resistance ABC transporter MTL1)	180693
Q5A7Q2	ESA1 CAALFM_C300490WA CaO19.12871 CaO19.5416	Histone acetyltransferase ESA1 (EC 2.3.1.48) (Protein 2-hydroxyisobutyryltransferase ESA1) (EC 2.3.1.-) (Protein acetyltransferase ESA1) (EC 2.3.1.-) (Protein crotonyltransferase ESA1) (EC 2.3.1.-)	61922
Q5A7S7	FKH2 FKH1 CAALFM_C300670CA CaO19.12844 CaO19.5389	Fork-head transcriptional regulator 2	76331
Q5A872	SLN1 CAALFM_CR01000CA CaO19.10766 CaO19.3256	Histidine protein kinase SLN1 (EC 2.7.13.3)	150742
Q5A8K2	ALA1 SYA1 CAALFM_C603720WA CaO19.13169 CaO19.5746	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	108275
Q5A8N2	SAP4 CAALFM_C603500CA CaO19.13139 CaO19.5716	Secreted aspartic protease 4 (ACP 4) (Aspartate protease 4) (EC 3.4.23.24) (Candidapepsin-4)	45332
Q5A8T4	ALS1 CAALFM_C603700WA CaO19.13163 CaO19.5741	Agglutinin-like protein 1 (Adhesin 1)	132913
Q5A8T7	ALS5 ALA1 ALS99 CAALFM_C603690WA CaO19.13158 CaO19.5736	Agglutinin-like protein 5 (Adhesin 5)	141787
Q5A960	HDA1 CAALFM_CR02050CA CaO19.10137 CaO19.2606	Histone deacetylase HDA1 (EC 3.5.1.98)	92913
Q5A961	PRK1 ARK1 CAALFM_CR02040WA CaO19.10136 CaO19.2605	Actin-regulating kinase PRK1 (EC 2.7.11.1)	77639
Q5A985	HST2 CAALFM_CR01800CA CaO19.10112 CaO19.2580	NAD-dependent protein deacetylase HST2 (EC 2.3.1.286) (Homologous to SIR2 protein 2) (Regulatory protein SIR2 homolog 2)	37523
Q5AAF4	BNR1 BNI1 CAALFM_CR00070WA CaO19.7537	Formin BNR1	168566
Q5AAG6	MKC1 CAALFM_CR00120CA CaO19.7523	Mitogen-activated protein kinase MKC1 (MAP kinase MKC1) (EC 2.7.11.24)	59036
Q5AAH2	CHT1 CAALFM_CR00180CA CaO19.7517	Chitinase 1 (EC 3.2.1.14)	48890
Q5AAI8	NAP1 CAALFM_CR00320CA orf19.7501	Nucleosome assembly protein 1	49517
Q5AAJ8	RTT109 CAALFM_CR00410WA CaO19.7491	Histone acetyltransferase RTT109 (EC 2.3.1.48)	41735
Q5AAL9	IFF4 CAALFM_CR00610WA CaO19.7472	Cell wall protein IFF4 (Adhesin-like protein IFF4)	160456
Q5AAT0	RAI1 CAALFM_C106800WA CaO19.13610 CaO19.6230	Decapping nuclease RAI1 (CaRai1) (EC 3.6.1.-) (NAD-capped RNA hydrolase RAI1) (DeNADding enzyme RAI1) (EC 3.6.1.-)	45689
Q5AAU5	ATC1 ATH1 CAALFM_C106940CA CaO19.13595 CaO19.6214	Cell wall acid trehalase ATC1 (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)	120236
Q5AAW3	DHH1 CAALFM_C107070CA CaO19.13577 CaO19.6197	ATP-dependent RNA helicase DHH1 (EC 3.6.4.13)	62110
Q5ABA6	ATG18 CAALFM_C100430WA CaO19.13485 CaO19.6064	Autophagy-related protein 18	61694
Q5ABC5	PSD1 CAALFM_C100610WA CaO19.13466 CaO19.6045 orf19.6045	Phosphatidylserine decarboxylase proenzyme 1, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase 1 beta chain; Phosphatidylserine decarboxylase 1 alpha chain]	67506
Q5ABC6	MOB2 CAALFM_C100620WA CaO19.13465 CaO19.6044	CBK1 kinase activator protein MOB2	35384
Q5ABD0	SNF7 VPS32 CAALFM_C100650CA CaO19.13461 CaO19.6040	Vacuolar-sorting protein SNF7 (Vacuolar protein-sorting-associated protein 32)	25890
Q5ABE2	HGC1 CLN21 CLN3 CAALFM_C100780CA CaO19.13449 CaO19.6028	Hypha-specific G1 cyclin-related protein 1	87674
Q5ABG0	CDC5 CAALFM_C100950CA orf19.13431	Serine/threonine-protein kinase (EC 2.7.11.21)	75019
Q5ABG1	SET1 CAALFM_C100960CA CaO19.13430 CaO19.6009	Histone-lysine N-methyltransferase, H3 lysine-4 specific (EC 2.1.1.354) (COMPASS component SET1) (SET domain-containing protein 1)	119161
Q5ABU7	MDR1 BEN BMR1 CAALFM_C603170CA CaO19.13047 CaO19.5604	Multidrug resistance protein 1 (Benomyl resistance protein 1)	62904
Q5ABX0	TEL1 CAALFM_C603010WA CaO19.13026 CaO19.5580	Serine/threonine-protein kinase TEL1 (EC 2.7.11.1) (ATM homolog) (DNA-damage checkpoint kinase TEL1) (Telomere length regulation protein 1)	328078
Q5ABZ2	RBF1 CAALFM_C602840CA CaO19.13004 CaO19.5558	Transcription factor RBF1 (RPG-box-binding factor 1)	60280
Q5AC08	SAP6 CAALFM_C602710CA CaO19.12988 CaO19.5542	Secreted aspartic protease 6 (ACP 6) (Aspartate protease 6) (EC 3.4.23.24) (Candidapepsin-6)	45432
Q5ACU9	NDT80 CAALFM_C200140WA orf19.9667	Transcription factor NDT80	58214
Q5ACV9	SOD6 PGA9 SOD33 CAALFM_C200240CA CaO19.2108 CaO19.9656	Cell surface superoxide dismutase [Cu-Zn] 6 (EC 1.15.1.1) (Predicted GPI-anchored protein 9)	35110
Q5ACW8	HIR1 CAALFM_C200330CA CaO19.2099 CaO19.9647	Protein HIR1	102369
Q5ACZ2	DFG5 CAALFM_C200520WA CaO19.2075 CaO19.9622	Mannan endo-1,6-alpha-mannosidase DFG5 (EC 3.2.1.101) (Endo-alpha-1->6-D-mannanase DFG5)	50031
Q5AD05	SOD4 PGA2 SOD32 CAALFM_C200660CA CaO19.2062 CaO19.9609	Cell surface superoxide dismutase [Cu-Zn] 4 (EC 1.15.1.1) (GPI-anchored protein 2)	23726
Q5AD07	SOD5 PGA3 SOD31 CAALFM_C200680CA CaO19.2060 CaO19.9607	Cell surface Cu-only superoxide dismutase 5 (EC 1.15.1.1) (Predicted GPI-anchored protein 3)	23589
Q5AD56	NOT3 NOT31 CAALFM_C201130WA CaO19.2012 CaO19.9563	General negative regulator of transcription subunit 3	85707
Q5ADM7	TDH3 CAALFM_C306870WA orf19.14106	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	35833
Q5ADM9	PMT2 CAALFM_C306890WA CaO19.14104 CaO19.6812	Dolichyl-phosphate-mannose--protein mannosyltransferase 2 (Protein mannosyltransferase 2) (EC 2.4.1.109)	88372
Q5ADS0	UBI4 UBI1 orf19.14063 CAALFM_C307270CA	Polyubiquitin [Cleaved into: Ubiquitin]	25781
Q5ADT1	MDS3 CAALFM_C307320WA CaO19.14052/14051 CaO19.6760/6759	Negative regulator of sporulation MDS3	153707
Q5AEK8	SLD1 CAALFM_C302680CA CaO19.260	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	67383
Q5AEM6	SAP8 CAALFM_C302510CA CaO19.242 CaO19.7872	Secreted aspartic protease 8 (ACP 8) (Aspartate protease 8) (EC 3.4.23.24) (Candidapepsin-8)	43037
Q5AF03	GLX3 CAALFM_C302610CA CaO19.251 CaO19.7882 orf19.251 orf19.7882	Glyoxalase 3 (EC 4.2.1.130) (Glutathione-independent glyoxalase)	25812
Q5AF39	PGA59 CAALFM_C402370CA CaO19.10283 CaO19.2767	Cell wall protein PGA59 (GPI-anchored protein 59)	11249
Q5AF41	PGA62 FLO1 CAALFM_C402390WA CaO19.10281 CaO19.2765	Cell wall protein PGA62 (Flocculation protein 1) (GPI-anchored protein 62)	21255
Q5AF56	ADR1 CAALFM_C402500CA CaO19.10266 CaO19.2752	Transcriptional regulator ADR1	160414
Q5AFA2	CRH11 CRH1 CAALFM_C402900CA CaO19.10221 CaO19.2706	Extracellular glycosidase CRH11 (EC 3.2.-.-) (Congo red hypersensitive protein 11)	46733
Q5AFB7	MGM1 CAALFM_C403020WA orf19.10205	dynamin GTPase (EC 3.6.5.5)	99944
Q5AFE4	RVS161 CAALFM_C700020CA CaO19.7124 orf19.7124	Regulator of cytoskeleton and endocytosis RVS161	30084
Q5AFI4	DFI1 CAALFM_C700360WA CaO19.7084	Cell-surface associated glycoprotein DFI1 (Defective in filamentous invasion protein 1)	36489
Q5AFN8	SSR1 CCW14 CAALFM_C700860WA CaO19.7030	Covalently-linked cell wall protein 14	22550
Q5AFP3	MCM1 CAALFM_C700890CA CaO19.7025	Transcription factor of morphogenesis MCM1	28602
Q5AG40	VPS4 CAALFM_C503090WA CaO19.11814 CaO19.4339	Vacuolar protein sorting-associated protein 4	48437
Q5AG71	HSL1 CAALFM_C502840CA CaO19.11784 CaO19.4308	Serine/threonine-protein kinase HSL1 (EC 2.7.11.1)	163674
Q5AG77	GAP1 CAALFM_C502790CA	Amino-acid permease GAP1	63951
Q5AGC7	BUD32 CAALFM_C502440CA CaO19.11727 CaO19.4252	EKC/KEOPS complex subunit BUD32 (EC 3.6.-.-) (Atypical serine/threonine protein kinase BUD32) (EC 2.7.11.1)	33882
Q5AGZ8	PFK2 CAALFM_C701800CA orf19.13893	ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)	104132
Q5AH02	IQG1 CAALFM_C701840WA CaO19.13889 CaO19.6536	Ras GTPase-activating-like protein IQG1 (Cytokinesis protein 1) (IQGAP-related protein 1)	188768
Q5AHA0	CHK1 CAALFM_C203320WA CaO19.8515 CaO19.896	Histidine protein kinase 1 (EC 2.7.13.3)	281795
Q5AHG6	SCH9 CAALFM_C203940CA CaO19.829 CaO19.8449	Serine/threonine-protein kinase SCH9 (EC 2.7.11.1)	88746
Q5AHK0	HYM1 CAALFM_C204240CA orf19.8415	Hym1p	39264
Q5AHK2	SSN3 CDK8 CAALFM_C204260WA CaO19.794 CaO19.8413	Serine/threonine-protein kinase SSN3 (EC 2.7.11.22) (EC 2.7.11.23) (Cyclin-dependent kinase 8)	68962
Q5AI00	YPT1 CAALFM_C103500WA orf19.10570	Rab family GTPase	23019
Q5AIR7	ENG1 ACF3 DSE4 CAALFM_C103680WA CaO19.10584 CaO19.3066	Glucan endo-1,3-beta-D-glucosidase 1 (Endo-1,3-beta-glucanase 1) (EC 3.2.1.39) (Daughter specific expression protein 4) (Laminarinase)	124051
Q5AJ71	NCE103 CAALFM_C301300CA CaO19.1721 CaO19.9289	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase) (Non-classical export protein 103)	31591
Q5AJB1	TFP1 CAALFM_C301630WA CaO19.9249	V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 7.1.2.2)	67607
Q5AJC0	UTR2 CSF4 CAALFM_C301730CA CaO19.1671 CaO19.9240	Extracellular glycosidase UTR2 (EC 3.2.-.-) (Cell-surface factor 4)	51706
Q5AJU7	CAP1 CAALFM_C302220WA CaO19.1623 CaO19.9191	AP-1-like transcription factor CAP1	54998
Q5AJY5	PGA4 GAS1 CAALFM_C505390CA CaO19.11518 CaO19.4035	1,3-beta-glucanosyltransferase PGA4 (EC 2.4.1.-) (GPI-anchored protein 4)	48996
Q5AK51	SFL2 CAALFM_C504830WA CaO19.11452 CaO19.3969	Transcription factor SFL2	78220
Q5AK54	CRH12 CRH1 CRH2 CAALFM_C504800WA CaO19.11448 CaO19.3966	Extracellular glycosidase CRH12 (EC 3.2.-.-) (Congo red hypersensitive protein 12)	56950
Q5AK66	PSD2 CAALFM_C504680WA CaO19.3954 orf19.3954	Phosphatidylserine decarboxylase proenzyme 2 (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase 2 beta chain; Phosphatidylserine decarboxylase 2 alpha chain]	121666
Q5AKU6	SSK1 CAALFM_C113930WA CaO19.12498 CaO19.5031	Oxidative stress response two-component system protein SSK1	73560
Q5AKW2	MYO2 CAALFM_C113780WA orf19.12482	Myosin 2	178736
Q5AKZ2	GUP1 CAALFM_C113540WA orf19.4985	Membrane-bound O-acyltransferase GUP1 (Glycerol uptake protein 1)	68733
Q5AL03	HYR1 GPX1 CAALFM_C113450WA CaO19.12440 CaO19.4975	Hyphally regulated cell wall protein 1 (Adhesin-like protein HYR1)	91917
Q5AL16	STP2 CAALFM_C113350WA CaO19.12426 CaO19.4961	Transcriptional regulator STP2	67011
Q5AL36	TYE7 CAALFM_C113140CA CaO19.12407 CaO19.4941	Carbohydrate metabolism regulator TYE7	30525
Q5AL49	SEC2 CAALFM_C112970CA CaO19.12394 CaO19.4928	Rab guanine nucleotide exchange factor SEC2 (GDP-GTP exchange factor SEC2)	85334
Q5AL52	BNI1 CAALFM_C112960CA CaO19.12393 CaO19.4927	Formin BNI1	196794
Q5ALM0	HOM2 CAALFM_C202370CA orf19.9132	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11) (CaASADH)	39225
Q5ALV2	SLA1 CAALFM_C201640WA CaO19.1474 CaO19.9049	Actin cytoskeleton-regulatory complex protein SLA1	138870
Q5ALX3	SPT5 CAALFM_C201480WA CaO19.1453 CaO19.9028	Transcription elongation factor SPT5 (Chromatin elongation factor SPT5)	105824
Q5ALY0	CLB2 CYB1 CAALFM_C201410CA CaO19.1446 CaO19.9021	G2/mitotic-specific cyclin CLB2	56799
Q5AME2	ARO1 CAALFM_C400890WA CaO19.12175 CaO19.4704	Pentafunctional AROM polypeptide [Includes: 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4); 3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS); Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10); Shikimate dehydrogenase (EC 1.1.1.25)]	169396
Q5AMG5	RAT1 CAALFM_C401080WA CaO19.12150 CaO19.4681	5'-3' exoribonuclease 2 (EC 3.1.13.-)	111689
Q5AMH6	CAS5 CAALFM_C401190WA CaO19.12140 CaO19.4670	Cell wall integrity transcriptional regulator CAS5 (Caspofungin sensitivity protein 5)	92784
Q5AMQ4	HSX11 CGT1 CAALFM_C402010CA CaO19.12061 CaO19.4592	Ceramide glucosyltransferase (EC 2.4.1.80) (GLCT-1) (Glucosylceramide synthase) (GCS) (UDP-glucose ceramide glucosyltransferase) (UDP-glucose:N-acylsphingosine D-glucosyltransferase)	62451
Q5AMQ6	RFX2 CAALFM_C402030WA CaO19.12059 CaO19.4590	RFX-like DNA-binding protein RFX2	125295
Q5AMT2	BGL2 BGL21 CAALFM_C402250CA CaO19.12034 CaO19.4565	Glucan 1,3-beta-glucosidase BGL2 (EC 3.2.1.58) (Exo-1,3-beta-glucanase)	33670
Q5ANA3	CDR1 CAALFM_C305220WA CaO19.13421 CaO19.6000	Pleiotropic ABC efflux transporter of multiple drugs CDR1 (Pleiotropic drug resistance protein CDR1)	169984
Q5ANC9	ATG9 CAALFM_C305040CA CaO19.13395 CaO19.5974	Autophagy-related protein 9	110751
Q5ANJ4	TEC1 CAALFM_C304530CA CaO19.13329 CaO19.5908	Transcription activator TEC1	83080
Q5ANK2	PKC1 CAALFM_C304470WA orf19.13322	protein kinase C (EC 2.7.11.13)	125248
Q5AP52	FGR41 PGA35 CAALFM_C110400CA CaO19.12376 CaO19.4910	Filamentous growth regulator 41 (GPI-anchored protein 35)	26401
Q5AP53	CBK1 CAALFM_C110380CA CaO19.12375 CaO19.4909	Serine/threonine-protein kinase CBK1 (EC 2.7.11.1) (Cell wall biosynthesis kinase 1)	84500
Q5AP71	TPK1 CAALFM_C110220CA orf19.12357	cAMP-dependent protein kinase (EC 2.7.11.11)	46722
Q5AP80	WOR1 EAP2 TOS9 CAALFM_C110150WA CaO19.12348 CaO19.4884	White-opaque regulator 1	83234
Q5AP95	SFU1 CAALFM_C110020WA CaO19.12333 CaO19.4869	Suppressor of ferric uptake 1	56353
Q5AP97	SWE1 CAALFM_C110010CA CaO19.12331 CaO19.4867	Mitosis inhibitor protein kinase SWE1 (EC 2.7.11.1) (Wee1 homolog)	130733
Q5APC8	DAM1 CAALFM_C109730WA CaO19.12300 CaO19.4837	DASH complex subunit DAM1 (Outer kinetochore protein DAM1)	31906
Q5APD4	MTS1 CFA1 CAALFM_C109680WA CaO19.12294 CaO19.4831	Sphingolipid C9-methyltransferase (C-9-MT) (EC 2.1.1.317) (Cyclopropane fatty acyl phospholipid synthase homolog 1) (Methyltransferase for sphingolipid 1)	58777
Q5APR8	CLA4 CAALFM_C110210CA CaO19.12355 CaO19.4890	Serine/threonine-protein kinase CLA4 (EC 2.7.11.1)	107214
Q5APU2	CPP1 CAALFM_C110000CA CaO19.12330 CaO19.4866	Dual specificity protein tyrosine phosphatase CCP1 (EC 3.1.3.48)	65560
Q5AQ33	CTA8 HSF1 CAALFM_C109170WA CaO19.12238 CaO19.4775	Heat shock transcription factor (HSTF) (Heat shock factor protein) (HSF)	86197
Q5AQ36	SHO1 SSU81 CAALFM_C109140CA CaO19.12235 CaO19.4772	High osmolarity signaling protein SHO1 (Osmosensor SHO1)	41071
Q874I4	URA9 URA1 CAALFM_C109720WA CaO19.12299 CaO19.4836	Dihydroorotate dehydrogenase (quinone), mitochondrial (DHOD) (DHODase) (DHOdehase) (EC 1.3.5.2) (Dihydroorotate oxidase)	48426
